epoch,train_loss,train_gg_loss,train_gc_reconstruction_loss,val_loss,val_gg_loss,val_gc_reconstruction_loss,val_gg_MAE,val_gg_MSE,val_gg_RMSE,val_gg_MAPE_percent,val_gg_R2,val_gc_MAE,val_gc_MSE,val_gc_RMSE,val_gc_MAPE_percent,val_gc_R2,best_val_gg_RMSE
1,6.892032907438138,6.892032907438138,6.892032997617893,2.3486343019752094,2.3486343019752094,2.348634309666131,0.9079484939575195,2.3486342430114746,1.5325254461220128,272438475.0,0.8813783526420593,0.9079484939575195,2.3486342430114746,1.5325254461220128,14.406917989253998,0.7281529307365417,1.5325254461220128
2,1.35703114402559,1.35703114402559,1.357031151292199,1.811013762852014,1.811013762852014,1.8110137756702172,0.7433076500892639,1.8110138177871704,1.3457391343745526,164662950.0,0.9085317850112915,0.7433076500892639,1.8110138177871704,1.3457391343745526,11.8982695043087,0.7903808355331421,1.3457391343745526
3,1.1235949256637168,1.1235949256637168,1.1235949336385365,1.8468205895841396,1.8468205895841396,1.8468206060646866,0.7404118776321411,1.8468207120895386,1.3589778188364734,124708975.0,0.9067232608795166,0.7404118180274963,1.8468207120895386,1.3589778188364734,12.058202922344208,0.7862362861633301,1.3457391343745526
4,1.0301519513231665,1.0301519513231665,1.030151962614086,1.5339134801551126,1.5339134801551126,1.5339134644070345,0.6713554859161377,1.5339133739471436,1.2385125651147604,107028725.0,0.9225271940231323,0.6713554859161377,1.5339133739471436,1.2385125651147604,10.396383702754974,0.8224543333053589,1.2385125651147604
5,0.954667127606342,0.954667127606342,0.9546671311912144,1.5572301715200398,1.5572301715200398,1.5572302176655712,0.6638522148132324,1.5572301149368286,1.2478902655830073,73853837.5,0.9213495254516602,0.6638522148132324,1.5572301149368286,1.2478902655830073,10.301407426595688,0.819755494594574,1.2385125651147604
6,0.9377468707695074,0.9377468707695074,0.9377468759639974,1.3722460200343447,1.3722460200343447,1.372246002821329,0.6163408756256104,1.3722460269927979,1.1714290533330638,73197600.0,0.9306924343109131,0.6163408756256104,1.3722460269927979,1.1714290533330638,9.568458795547485,0.8411668539047241,1.1714290533330638
7,0.9052927653623524,0.9052927653623524,0.905292770756958,1.4845589580623786,1.4845589580623786,1.4845589639221286,0.6761264204978943,1.4845589399337769,1.2184247781187711,82434293.75,0.9250199198722839,0.6761264204978943,1.4845589399337769,1.2184247781187711,10.522043704986572,0.8281669616699219,1.1714290533330638
8,0.8898480068812851,0.8898480068812851,0.889848014943744,1.3407367597893454,1.3407367597893454,1.3407367685789704,0.5964051485061646,1.3407368659973145,1.1579019241703135,63984812.5,0.932283878326416,0.5964051485061646,1.340736746788025,1.1579018726938932,9.405192732810974,0.8448139429092407,1.1579019241703135
9,0.8498819554539286,0.8498819554539286,0.8498819592504481,1.2984748567853654,1.2984748567853654,1.2984748630113498,0.6013861298561096,1.298474907875061,1.1395064316953463,65476068.75,0.9344183802604675,0.6013861298561096,1.298474907875061,1.1395064316953463,9.356336295604706,0.8497055768966675,1.1395064316953463
10,0.8541117054535684,0.8541117054535684,0.8541117056179364,1.261819638048632,1.261819638048632,1.2618196483031945,0.5904786586761475,1.2618194818496704,1.1233073852911635,60026831.25,0.9362697005271912,0.5904787182807922,1.26181960105896,1.1233074383529025,9.21841561794281,0.8539483547210693,1.1233073852911635
11,0.8199991629112731,0.8199991629112731,0.8199991722315508,1.2521474196614208,1.2521474196614208,1.2521474328458584,0.5768671035766602,1.2521474361419678,1.1189939392784787,54835493.75,0.9367582201957703,0.5768671631813049,1.2521474361419678,1.1189939392784787,9.039510041475296,0.8550678491592407,1.1189939392784787
12,0.8260503963910134,0.8260503963910134,0.8260504087442488,1.3035398071628927,1.3035398071628927,1.3035398075291271,0.6091870665550232,1.3035398721694946,1.141726706427372,88436593.75,0.9341625571250916,0.6091870665550232,1.303539752960205,1.1417266542216684,9.608376026153564,0.8491193652153015,1.1189939392784787
13,0.809147276902903,0.809147276902903,0.8091472803407046,1.3035877878947923,1.3035877878947923,1.3035878267156364,0.6038764119148254,1.303587794303894,1.141747692926898,51395609.375,0.9341601133346558,0.6038764119148254,1.303587794303894,1.141747692926898,9.214400500059128,0.8491138219833374,1.1189939392784787
14,0.8054110490401807,0.8054110490401807,0.8054110547087036,1.3387248340290263,1.3387248340290263,1.3387248574680264,0.6102273464202881,1.3387248516082764,1.1570327789688053,46912971.875,0.9323855042457581,0.6102273464202881,1.3387248516082764,1.1570327789688053,9.247587621212006,0.8450467586517334,1.1189939392784787
15,0.7775786146871061,0.7775786146871061,0.7775786216826366,1.2991369638574837,1.2991369638574837,1.2991369774081556,0.5985916256904602,1.299136996269226,1.1397969100981218,57280100.0,0.9343849420547485,0.5985916256904602,1.299136996269226,1.1397969100981218,9.322336316108704,0.8496289253234863,1.1189939392784787
16,0.7716610957208774,0.7716610957208774,0.7716610948125513,1.2803909617451845,1.2803909617451845,1.2803909939738096,0.5893189311027527,1.280390977859497,1.1315436261406349,42532990.625,0.9353317022323608,0.5893189907073975,1.280390977859497,1.1315436261406349,8.929143100976944,0.8517987728118896,1.1189939392784787
17,0.7848384621586321,0.7848384621586321,0.7848384683693119,1.5499271372313141,1.5499271372313141,1.549927125511814,0.655470073223114,1.5499271154403687,1.2449606883112287,50659862.5,0.9217183589935303,0.655470073223114,1.5499272346496582,1.2449607361879564,10.580242425203323,0.8206007480621338,1.1189939392784787
