timestamp,client_id,gg,gc,cl,total_load,client_lat_x,client_lon_x,meteo_source,total_pv_capacity_kw,temp2m_c,wind10m_ms,ghi_wm2,client_lat_y,client_lon_y,grid_lat,grid_lon,ghi_build_mode,ghi_night_zero_ratio,rrp_aud_per_mwh,total_demand_mw
2010-07-01 00:30:00,4,0.0,13.819,9.643,23.462000000000003,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,,34.05,11369.63
2010-07-01 01:00:00,4,0.0,13.762,10.518,24.28,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,,30.3,11156.53
2010-07-01 01:30:00,4,0.006,11.994,12.981,24.975,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,,28.29,10934.76
2010-07-01 02:00:00,4,0.0,10.975,11.296,22.271,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,,25.5,10702.92
2010-07-01 02:30:00,4,0.006,12.356,12.861,25.217,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,,3.96,10366.46
2010-07-01 03:00:00,4,0.0,10.475,11.626,22.101,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,,26.35,10237.27
2010-07-01 03:30:00,4,0.006,10.02,7.886,17.906,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,,23.14,10243.33
2010-07-01 04:00:00,4,0.0,9.61,5.05,14.66,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,,24.69,10090.36
2010-07-01 04:30:00,4,0.0,9.979,4.7,14.678999999999998,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,,25.49,10039.39
2010-07-01 05:00:00,4,0.0,10.838,4.718999999999999,15.557,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,,25.51,10005.23
2010-07-01 05:30:00,4,0.0,13.848,1.6840000000000002,15.532,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,,25.53,10053.51
2010-07-01 06:00:00,4,0.0,15.205,2.386,17.591,-33.7,151.1,ERA5-Land,45.18,,,,,,,,,,25.5,10213.43
