method,MAE,RMSE,MAPE_percent,R2,test_loss
direct_net_load,1.2659093141555786,1.6532327050816196,55.59318661689758,0.9329321980476379,0.0006413489814593564
indirect_gc_minus_gg,1.22541081905365,1.6046045952379409,49.88214671611786,0.936809778213501,
