epoch,train_loss,val_loss,val_r2
1,0.005789306079307046,0.001409826569775764,0.7679314017295837
2,0.0014802758202591341,0.0010447643860211984,0.8280234932899475
3,0.0011816656323310542,0.0009329882368412869,0.8464227914810181
4,0.0010980243955814105,0.0008520283632908793,0.8597493767738342
5,0.001020839172545472,0.0008336130852883957,0.8627806901931763
6,0.0010036293596945335,0.0007529715993493471,0.8760549426078796
7,0.0009792510468031941,0.0007568690858703951,0.8754133582115173
8,0.0009478830679304529,0.000899820009267379,0.8518824577331543
9,0.0009277517442341654,0.0007163247543179261,0.8820872902870178
10,0.0009191183298113481,0.0008115201380644104,0.8664173483848572
11,0.0009058241780034046,0.0008304376008853708,0.8633034229278564
12,0.0009079994502510436,0.0008574812011535896,0.8588517904281616
13,0.0009013414251124823,0.0007517437323449082,0.876257061958313
14,0.0008921268810288485,0.000988945807167226,0.8372117280960083
15,0.0008811620764114736,0.0006834311820662271,0.8875018358230591
16,0.0008736210240307368,0.0008079445247726583,0.8670059442520142
17,0.0008606166495349781,0.0007049389911435381,0.8839614391326904
18,0.0008781614269522669,0.0007653333262189747,0.8740200996398926
19,0.0008599050508588365,0.0007246287810343465,0.8807203769683838
20,0.000874902530644571,0.0008580100984685051,0.8587647676467896
