epoch,train_loss,val_loss,val_r2
1,0.023456926641530252,0.004616155147833442,0.7492233514785767
2,0.0024239270446492363,0.0032238411319280708,0.824862003326416
3,0.0016200835051965912,0.002171088583146175,0.8820537328720093
4,0.0012759893863113344,0.001410484557585854,0.9233741760253906
5,0.001076916893006018,0.0012415943813085415,0.9325492978096008
6,0.0010370063454497175,0.001314886947386031,0.92856764793396
7,0.0009624142670712771,0.0010579620693116662,0.9425252676010132
8,0.0009261793347102486,0.001068702859377245,0.9419417977333069
9,0.0008801443809400379,0.000979447886692258,0.9467906355857849
10,0.0008731578757746609,0.0010000294104865995,0.9456725120544434
11,0.0008607201198181944,0.0009011619882748379,0.9510436058044434
12,0.0008508450651216543,0.0010626890205299563,0.9422684907913208
13,0.0008258505462130582,0.0008900267001940429,0.9516485333442688
14,0.0008164591201234732,0.0009231400116268317,0.9498496055603027
15,0.0008404323299678763,0.000953470987898325,0.9482018351554871
16,0.0008021221109035304,0.0008761469267543375,0.9524025321006775
17,0.000785821322095499,0.001239380985328642,0.9326695799827576
18,0.0008049271348057136,0.0009741644268284256,0.9470776915550232
19,0.0008107657778364427,0.0008988659402648299,0.9511682987213135
20,0.0007767887852173887,0.000815633356843213,0.9556900262832642
