epoch,train_loss,val_loss,val_MAE,val_MSE,val_RMSE,val_MAPE_percent,val_R2,best_val_RMSE
1,0.008646122139091569,0.0014011895687433185,1.2108699083328247,3.168226718902588,1.77995132486891,15.286487340927124,0.8008133769035339,1.77995132486891
2,0.0012266742060518074,0.0009574437998687394,1.0225281715393066,2.1648740768432617,1.4713511059034352,12.674671411514282,0.8638942241668701,1.4713511059034352
3,0.0009876192942480503,0.0011780604514048702,1.2663860321044922,2.6637096405029297,1.6320875100627814,17.431432008743286,0.8325324058532715,1.4713511059034352
4,0.0008571798938179801,0.0007667507783731318,0.9333334565162659,1.7336982488632202,1.316699756536478,11.596513539552689,0.8910022974014282,1.316699756536478
5,0.0007874272568462014,0.0006972129012439618,0.8758540153503418,1.57646644115448,1.255574148011371,10.888203233480453,0.9008874297142029,1.255574148011371
6,0.0007301928351989154,0.0007214681723804201,0.9991503357887268,1.6313098669052124,1.2772274139342659,13.964393734931946,0.8974394202232361,1.255574148011371
7,0.0007161929055640298,0.0005894548694998658,0.8309393525123596,1.3328149318695068,1.1544760421375173,10.591945797204971,0.9162058234214783,1.1544760421375173
8,0.0006836040596794562,0.0007281179439193887,0.9298169016838074,1.6463457345962524,1.2831000485528212,11.363939940929413,0.8964941501617432,1.1544760421375173
9,0.0007047174772089501,0.0005870117848780402,0.8302995562553406,1.3272908926010132,1.1520811137246427,10.354191064834595,0.9165531396865845,1.1520811137246427
10,0.0006586007580495667,0.000553642037299631,0.8032010793685913,1.2518386840820312,1.1188559711071087,10.238023847341537,0.9212968349456787,1.1188559711071087
11,0.0006852285801191127,0.0007504128650302378,0.9734919667243958,1.6967568397521973,1.3025961921302385,13.045944273471832,0.8933247923851013,1.1188559711071087
12,0.000641466477797127,0.000707212411844111,0.9530245661735535,1.5990763902664185,1.2645459225613036,12.764857709407806,0.8994659781455994,1.1188559711071087
13,0.0006403280923054402,0.0007003353815230878,0.9877616763114929,1.5835267305374146,1.2583825851216373,13.749557733535767,0.9004435539245605,1.1188559711071087
