method,MAE,RMSE,MAPE_percent,R2,test_loss
direct_net_load,1.1472080945968628,1.5536423433652329,56.45533204078674,0.9419595003128052,0.0009091434429460971
indirect_gc_minus_gg,1.1527446508407593,1.5712048476596951,59.47389006614685,0.9406020045280457,
