component,MAE,RMSE,MAPE_percent,R2
gc_model_regional,6.975806713104248,9.075182649650182,9.150997549295425,0.9150761365890503
gg_model_regional,2.285480260848999,3.9337868515242533,290707475.0,0.9893811941146851
indirect_net_load_regional,7.45482063293457,9.718605948113497,40.886133909225464,0.9663389921188354
