round,selected_clients,avg_local_train_loss,avg_local_val_loss,avg_local_train_task_loss,avg_local_train_rc_loss,avg_local_train_weighted_rc_loss,avg_local_train_total_loss,avg_local_train_rc_to_task_ratio,round_rc_to_task_ratio,global_rc_norm,regional_val_loss,regional_val_MAE,regional_val_RMSE,regional_val_MAPE_percent,regional_val_R2,avg_client_val_MAE,avg_client_val_RMSE,avg_client_val_R2,regional_val_samples
1,9,0.010078188283279336,0.003089414170163166,0.010078188283279336,0.0,0.0,0.010078188283279336,0.0,0.0,0.4772159457206726,0.002765929998158203,3.292853355407715,5.357895182508068,445258850.0,0.9872119426727295,0.5457621150546603,1.0120857214303995,0.9644156495730082,5211
2,9,0.0025597270352785543,0.002629521445553964,0.0025597270352785543,0.0001647839631871512,0.0003295679263743024,0.0028892949597013797,0.12937633021577352,0.1287511995237754,0.4807516932487488,0.002520497294693893,2.9725866317749023,4.991345162882865,309810700.0,0.9889018535614014,0.5069313016202714,0.966188378841731,0.9675804442829556,5211
