component,MAE,MSE,RMSE,MAPE_percent,R2
gc_model_regional,3.797778606414795,25.190589904785156,5.01902280377218,4.909146577119827,0.9740248918533325
gg_model_regional,1.6852836608886719,11.97983169555664,3.4611893469668256,90304750.0,0.9917793869972229
indirect_net_load_regional,4.543266296386719,38.118988037109375,6.174057663895712,23.689837753772736,0.9864149689674377
