,client_1,client_2,client_3,client_4,client_5,client_6,client_7,client_8,client_9
client_1,0.0,0.06839949789942651,0.15422497400623908,0.1012471723700281,0.1077250744011017,0.10065501632869847,0.08530893035026818,0.09763798591381641,0.18114688048810926
client_2,0.06839949789942651,0.0,0.1227492472979832,0.07037382209595612,0.10666402015558515,0.11076801770658547,0.05976361797274993,0.07539427310030876,0.14724830604155403
client_3,0.15422497400623908,0.1227492472979832,0.0,0.09847661897846786,0.1245734949972247,0.11897458322084103,0.11384987209445455,0.09955908850757504,0.11416758769959046
client_4,0.1012471723700281,0.07037382209595612,0.09847661897846786,0.0,0.09955574051939614,0.09682106867669596,0.059536159596770895,0.05147443576005746,0.15780599157848274
client_5,0.1077250744011017,0.10666402015558515,0.1245734949972247,0.09955574051939614,0.0,0.07572308293967543,0.08562596314531687,0.07261497305843272,0.15305581141875046
client_6,0.10065501632869847,0.11076801770658547,0.11897458322084103,0.09682106867669596,0.07572308293967543,0.0,0.1053182903984409,0.0816653824480327,0.17413235042035488
client_7,0.08530893035026818,0.05976361797274993,0.11384987209445455,0.059536159596770895,0.08562596314531687,0.1053182903984409,0.0,0.055147832786703425,0.14149579133176024
client_8,0.09763798591381641,0.07539427310030876,0.09955908850757504,0.05147443576005746,0.07261497305843272,0.0816653824480327,0.055147832786703425,0.0,0.1510592440486105
client_9,0.18114688048810926,0.14724830604155403,0.11416758769959046,0.15780599157848274,0.15305581141875046,0.17413235042035488,0.14149579133176024,0.1510592440486105,0.0
