client,overall_mean,overall_std,overnight_00_06_mean,overnight_00_06_ratio_to_daily,morning_06_10_mean,morning_06_10_ratio_to_daily,midday_10_16_mean,midday_10_16_ratio_to_daily,evening_17_22_mean,evening_17_22_ratio_to_daily,late_22_24_mean,late_22_24_ratio_to_daily,evening_to_overnight_ratio,morning_to_overnight_ratio
1,8.174771309059796,4.37470744014405,4.902967673233437,0.599768175508428,7.479773401826484,0.9149825871626437,7.433403892944039,0.9093103173058643,13.248547262773723,1.6206627392855442,8.560262545620438,1.0471562104903676,2.702148605853747,1.5255604157172997
2,9.906595151630382,4.35731386856966,6.093958317486878,0.6151415520885561,9.77982408675799,0.987203366753962,9.233109945255475,0.9320164803278482,15.142773175182482,1.5285547600772151,10.304185447080291,1.0401338996258946,2.484882958869219,1.6048393469798374
3,9.40017564407263,3.6443237078434345,6.614379021830076,0.7036441947763854,8.50986894977169,0.90528829162226,9.129668491484184,0.9712231810520457,13.16990045620438,1.401027061075054,11.163494753649635,1.1875836342152695,1.9911015701910157,1.2865711084420388
4,11.800610407876228,5.5444783612226205,6.90090028879769,0.5847918073959747,11.371404767335767,0.9636285221098401,11.631246046228709,0.9856478304262568,17.78063567518248,1.5067555881105041,12.733056113138685,1.0790167349851754,2.5765675391725322,1.6478146751076954
5,9.467104667959099,4.678590859864811,6.039728834169328,0.6379700073043939,8.618753649635035,0.9103896018816332,8.211119373479319,0.8673316353276843,14.854792062043796,1.5690955770584254,11.692903968978104,1.23510876652205,2.4595130791309514,1.4270100341053495
6,7.442078154103472,3.657055464342394,4.515236966104271,0.6067172196538442,6.300033645072992,0.8465422580383989,6.915808622262773,0.9292846002227859,11.65016824817518,1.5654455660011335,9.204916742700728,1.2368745062997288,2.5801897742316946,1.3952830587557483
7,7.236571102748318,3.2391344608537245,4.424994908040736,0.6114767401871037,7.287717381386862,1.0070677504459427,6.599554668491484,0.9119726144865893,11.052450091240875,1.5273048429032026,7.984882299270073,1.1034068740425367,2.497731708381692,1.6469436762840615
8,8.813197494963319,3.9598102955442553,5.179563915488677,0.5877054177497737,8.44629128649635,0.9583685480012615,8.343250152068126,0.9466768623801107,13.353821624087592,1.5152073503083539,10.542829835766424,1.196254803298301,2.5781748892324843,1.630695445467723
9,10.406932432432432,4.004017509158845,8.463328165374675,0.8132394651664443,9.97489199361314,0.9584853229686713,9.194855915450123,0.8835318164260428,14.066918795620436,1.3516873379308132,11.58723129562044,1.1134146753475302,1.66210248743175,1.178601585416787
