,client_1,client_2,client_3,client_4,client_5,client_6,client_7,client_8
client_1,0.0,0.20709269762928506,0.2046708694087895,0.3325864782620837,0.15347090766050633,0.09923186801036292,0.13385195336366845,0.09661999851329801
client_2,0.20709269762928453,0.0,0.1026027357426397,0.17889771424607345,0.0755815726387788,0.272428130825533,0.311427417205379,0.16230576726442536
client_3,0.2046708694087895,0.10260273574263754,0.0,0.250848745903501,0.09270086580139371,0.24089917093792648,0.27173850057116367,0.14053974831425428
client_4,0.33258647826208304,0.17889771424607284,0.250848745903501,0.0,0.22507182143351465,0.39593793325769927,0.4398623887152287,0.3074824970094167
client_5,0.15347090766050558,0.07558157263877585,0.09270086580139371,0.22507182143351415,0.0,0.21626439153492927,0.2542119788624227,0.10675921760755744
client_6,0.09923186801036292,0.272428130825533,0.24089917093792695,0.39593793325769927,0.2162643915349298,0.0,0.05641914510071594,0.14629733268654418
client_7,0.13385195336366845,0.311427417205379,0.27173850057116367,0.4398623887152285,0.25421197886242314,0.05641914510071594,0.0,0.17667378913888748
client_8,0.09661999851329917,0.16230576726442605,0.14053974831425586,0.3074824970094167,0.1067592176075564,0.14629733268654496,0.17667378913888684,0.0
