count,mean,std,min,max,range,client,date
48,14.426562500000001,6.782953928489465,5.206,31.42,26.214000000000002,2,2011-07-17
48,12.204458333333333,5.847861871343412,5.381,26.494,21.113,2,2011-07-18
48,12.871041666666665,6.440705696627301,4.964,27.004,22.04,2,2011-07-19
48,14.476229166666668,6.896898258250815,5.307,30.52,25.213,2,2011-07-20
48,15.385125,7.371945987567802,4.986,30.358,25.372,2,2011-07-21
48,16.06533333333333,7.9500157589388385,5.079,32.354,27.275,2,2011-07-22
48,16.375916666666665,7.4713238390396,5.822,31.265,25.443,2,2011-07-23
48,14.259666666666668,6.334079416674342,5.382,30.558,25.176000000000002,2,2011-07-24
48,12.348999999999998,6.322404006826194,5.496,25.18,19.683999999999997,2,2011-07-25
48,13.197770833333335,6.5027078491884565,6.023000000000001,27.827,21.804000000000002,2,2011-07-26
48,16.461479166666667,8.342355591082617,4.27,34.192,29.922,2,2011-07-27
48,12.236416666666665,6.005118904462891,4.916,24.984,20.068,2,2011-07-28
48,13.030208333333334,5.65900866800979,5.458,26.1,20.642000000000003,2,2011-07-29
48,13.566145833333332,7.060038674445283,5.91,30.568,24.658,2,2011-07-30
48,12.587833333333334,5.456514479913301,4.978,24.776,19.798000000000002,2,2011-07-31
48,10.840958333333333,4.678798404383892,5.047,23.137,18.09,2,2011-08-01
48,10.525520833333333,4.989710143756415,4.597,22.183,17.586,2,2011-08-02
48,10.989937500000002,4.877678486897486,4.703,21.747,17.044,2,2011-08-03
48,10.119875,4.168006103361605,5.453,19.585,14.132000000000001,2,2011-08-04
48,9.842666666666666,3.857835923699245,5.291,18.158,12.867,2,2011-08-05
48,10.016229166666667,3.4574665687501347,4.732,17.826,13.094000000000001,2,2011-08-06
48,12.5066875,5.374483936260022,5.523,25.476,19.953,2,2011-08-07
48,11.131166666666667,5.238716694948208,4.733,22.867,18.134,2,2011-08-08
48,11.928145833333334,5.609345336662712,5.164,28.461,23.296999999999997,2,2011-08-09
48,11.376,5.901803146749197,4.848,27.087,22.239,2,2011-08-10
48,11.535104166666668,5.3458606943490885,5.279,24.141,18.862,2,2011-08-11
48,11.944020833333333,5.344331701904577,4.997,25.074,20.077,2,2011-08-12
48,11.369416666666666,4.250972068224243,4.864,21.483,16.619,2,2011-08-13
48,13.315854166666666,6.00266808404532,4.915,25.217,20.302,2,2011-08-14
48,11.775979166666666,5.785237667710562,4.706,24.244,19.538,2,2011-08-15
48,10.3955625,5.287907002217015,4.618,24.47,19.851999999999997,2,2011-08-16
48,12.5478125,7.09315793086414,4.234,30.371,26.137,2,2011-08-17
48,10.433854166666666,4.887920081482613,4.044,21.285,17.241,2,2011-08-18
48,13.134166666666667,6.483342647625901,4.151,28.781,24.63,2,2011-08-19
48,11.345625,5.355208018388528,4.629,23.663,19.034,2,2011-08-20
48,11.744770833333334,5.273126087398186,4.837,23.253,18.416,2,2011-08-21
48,10.899958333333332,5.3962320816545715,5.027,23.699,18.672,2,2011-08-22
48,10.317104166666667,4.187648821056143,4.563,19.935,15.372,2,2011-08-23
48,9.8059375,3.4575371655746214,5.414,18.466,13.052000000000001,2,2011-08-24
48,9.485229166666667,3.807967840466201,5.198,18.578,13.379999999999999,2,2011-08-25
48,9.23175,3.4135651638220668,4.742,17.125,12.383,2,2011-08-26
48,12.280916666666668,5.123075280857517,5.689,28.165,22.476,2,2011-08-27
48,10.5143125,3.4634291773072827,5.754,20.469,14.715000000000002,2,2011-08-28
48,9.548625,4.042119607361065,4.883,21.31,16.427,2,2011-08-29
48,10.297375,4.696509784324454,4.516,22.084,17.567999999999998,2,2011-08-30
48,9.290270833333333,4.197149578542932,4.719,20.497,15.777999999999999,2,2011-08-31
