epoch,train_loss,val_loss,val_MAE,val_MSE,val_RMSE,val_MAPE_percent,val_R2,best_val_RMSE
1,0.008142237594794979,0.0024865005349886306,1.2752623558044434,3.432968854904175,1.8528272598664386,15.84145724773407,0.6195640563964844,1.8528272598664386
2,0.0020469273981466233,0.0014251799474845135,0.9819193482398987,1.967664361000061,1.4027346010561161,12.174926698207855,0.7819466590881348,1.4027346010561161
3,0.0014777768576366528,0.0011265352229318066,0.8811633586883545,1.555342674255371,1.247133783623622,10.83827093243599,0.8276394605636597,1.247133783623622
4,0.0011814706852385887,0.0010216314569219357,0.8457514047622681,1.4105079174041748,1.1876480612555955,10.386426001787186,0.8436898589134216,1.1876480612555955
5,0.0011043440339841707,0.0008738811421830396,0.8179100751876831,1.2065176963806152,1.0984159942301528,10.587752610445023,0.8662956953048706,1.0984159942301528
6,0.001038840225082143,0.0008885918720518046,0.7945770621299744,1.22682785987854,1.107622616182308,9.793496131896973,0.8640449643135071,1.0984159942301528
7,0.0010384007448819368,0.0008130329885050087,0.7823607325553894,1.122507929801941,1.0594847473191584,9.953836351633072,0.8756055235862732,1.0594847473191584
8,0.0010029466910953726,0.0012219949424611591,1.0447639226913452,1.6871384382247925,1.2988989330293532,14.280413091182709,0.8130341172218323,1.0594847473191584
9,0.0009838268300098713,0.0008662895930032553,0.8386580944061279,1.1960363388061523,1.093634463066226,11.10953837633133,0.8674572706222534,1.0594847473191584
10,0.0009780779088885859,0.0010127244860909524,0.8374273777008057,1.3982106447219849,1.182459574244289,10.012729465961456,0.8450525999069214,1.0594847473191584
11,0.000963729488741867,0.0009190991781787881,0.8652278184890747,1.2689474821090698,1.1264756908646851,11.652366071939468,0.8593773245811462,1.0594847473191584
12,0.0009594279180696241,0.0008620521673391188,0.7737094759941101,1.1901859045028687,1.0909564173251234,9.411542862653732,0.8681055307388306,1.0594847473191584
13,0.0009563197907696656,0.0010429292039397802,0.9483145475387573,1.4399126768112183,1.1999636147863895,12.855993211269379,0.840431272983551,1.0594847473191584
