component,FedAvg_RMSE,Local_RMSE,delta_Local_minus_FedAvg_RMSE,delta_pct_Local_minus_FedAvg_RMSE,FedAvg_R2,Local_R2,delta_Local_minus_FedAvg_R2
gc_model_regional,4.609874633606997,4.564357849615399,-0.045516783991597976,-0.9873757446627863,0.9780872464179992,0.9785178303718568,0.0004305839538576439
gg_model_regional,3.360110464096771,3.502950786849266,0.14284032275249503,4.251060323128152,0.99225252866745,0.9915798306465148,-0.0006726980209351696
indirect_net_load_regional,5.816478393189259,5.965848047513898,0.149369654324639,2.5680427954403084,0.9879429936408995,0.9873157739639282,-0.0006272196769713245
