q,MAE,RMSE,sMAPE,WAPE,NRMSE_mean_abs,R2,season_MAE,season_RMSE,season_sMAPE,season_WAPE
6,4.28637081529145,5.822851192957204,42.35669845282272,27.368929462504155,37.17951625357993,0.799934441237251,4.440438091564386,5.957835916043443,79.04858983873687,47.16102553806021
