client_id,client_name,season_encoder,residual_corrector,q,mode,train_samples,test_samples,warmup_epochs,joint_epochs,MAE,RMSE,sMAPE,WAPE,NRMSE_mean_abs,R2,season_MAE,season_RMSE,season_sMAPE,season_WAPE,train_final_loss
1,client_1,Transformer,none,0,base_only,16385,1822,1,0,5.703949608772917,7.442221970980836,52.46672029090135,36.420319479421764,47.51936870162523,0.6731818355447832,5.830927384986118,7.501337637274247,94.61474380433269,61.92914069364355,1.5742981694622813
1,client_1,Transformer,LowRankAdapter,6,residual_corrected,16379,1822,1,1,4.28637081529145,5.822851192957204,42.35669845282272,27.368929462504155,37.17951625357993,0.799934441237251,4.440438091564386,5.957835916043443,79.04858983873687,47.16102553806021,0.8308285140708818
