epoch,train_loss,train_loss_next,train_weighted_loss_next,train_loss_ste,train_loss_seq,train_loss_weighted_seq,train_loss_fourier,train_weighted_loss_ste,train_loss_trend_smooth,train_weighted_loss_trend_smooth,train_loss_ae_y,train_weighted_loss_ae_y,train_loss_ae_resid,train_weighted_loss_ae_resid,train_loss_ru_mean,train_weighted_loss_ru_mean,train_loss_rw_ae,train_weighted_loss_rw_ae,train_loss_event_corr,train_weighted_loss_event_corr,train_loss_event_gate,train_weighted_loss_event_gate,train_loss_event_normal,train_weighted_loss_event_normal,train_event_mask_mean,train_event_gate_mean,train_event_corr_abs_mean,train_event_corr_abs_event_mean,train_event_corr_abs_normal_mean,val_loss,val_loss_next,val_weighted_loss_next,val_loss_ste,val_loss_seq,val_loss_weighted_seq,val_loss_fourier,val_weighted_loss_ste,val_loss_trend_smooth,val_weighted_loss_trend_smooth,val_loss_ae_y,val_weighted_loss_ae_y,val_loss_ae_resid,val_weighted_loss_ae_resid,val_loss_ru_mean,val_weighted_loss_ru_mean,val_loss_rw_ae,val_weighted_loss_rw_ae,val_loss_event_corr,val_weighted_loss_event_corr,val_loss_event_gate,val_weighted_loss_event_gate,val_loss_event_normal,val_weighted_loss_event_normal,val_event_mask_mean,val_event_gate_mean,val_event_corr_abs_mean,val_event_corr_abs_event_mean,val_event_corr_abs_normal_mean,val_MAE,val_MSE,val_RMSE,val_MAPE_percent,val_R2,best_val_RMSE,val_share_S_abs,val_share_S_dyn_abs,val_share_S_energy,val_share_Rw_abs,val_share_Rw_dyn_abs,val_share_Rw_energy,val_share_Ru_abs,val_share_Ru_dyn_abs,val_share_Ru_energy,val_share_Event_abs,val_share_Event_dyn_abs,val_share_Event_energy
11,0.007682525576404429,0.003739772028797941,0.003739772028797941,0.0034689275634082074,0.0008111146411258174,0.0008111146411258174,0.027389243575280078,0.0034689275634082074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008107575982000133,8.107576100818078e-05,0.014972742326357343,0.00029945483940523575,0.009329544369374464,9.329544154744716e-05,0.9997332633772155,0.9865316380236062,5.1097059783406,5.109613078887835,5.452570231706752,0.005703163376155262,0.0029909080699137692,0.0029909080699137692,0.0022299264031197708,0.0006296862193155095,0.0006296862193155095,0.016632087930705048,0.0022299264031197708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006294487960337619,6.294488096356674e-05,0.015250421811564727,0.00030500843033542176,0.011437559109066717,0.0001143755892130007,0.999673021828524,0.9865581376761335,5.0448772280996295,5.044743781814927,5.444397394558251,1.165984138057035,2.647804168354446,1.627207475509637,66.40779611977827,0.9296843103673154,1.627207475509637,0.042405865732529774,0.16036175869960242,0.004271259930212548,0.47537119504822994,0.45649954036438367,0.4913927717225101,0.0,0.0,0.0,0.4822229392192381,0.38313870093598207,0.5043359683472773
12,0.007370627528148267,0.003604003692322874,0.003604003692322874,0.00331198033892085,0.0007777894090102976,0.0007777894090102976,0.0261196984396346,0.00331198033892085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007774733119452691,7.774733275526201e-05,0.014205951017488849,0.00028411901417779955,0.009277714452686697,9.277714227920468e-05,0.9997332656693196,0.9873058654244271,5.045184319021078,5.045089967132117,5.391967620997667,0.00572055094544926,0.0030985938441637794,0.0030985938441637794,0.0021666674631520442,0.0005975270726268799,0.0005975270726268799,0.01628893082775462,0.0021666674631520442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005971905699367427,5.971905791238966e-05,0.014097144878748375,0.00028194289197773314,0.011362766191082936,0.00011362765919536598,0.999673021828524,0.987727122372746,4.992830454479165,4.992693294577884,5.404751457560081,1.2543948273963257,2.7433208269240508,1.6562973244330412,75.07806397418368,0.9271477482608717,1.627207475509637,0.03214685765630969,0.16268557409694098,0.002588309505783115,0.4870379841448026,0.4604776360859969,0.5057639050464582,0.0,0.0,0.0,0.4808151581988855,0.3768367898170303,0.4916477854477587
13,0.007122255357811153,0.0035319787126343984,0.0035319787126343984,0.0031571016539656657,0.0007508184103966184,0.0007508184103966184,0.024813650620112968,0.0031571016539656657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007505272191793048,7.505272326622709e-05,0.013352592333364999,0.0002670518397083542,0.009107043579015688,9.1070433736832e-05,0.9997332682750802,0.9881634797672858,4.970227524913867,4.970132328463267,5.320035596789356,0.005551491273901842,0.0028569216903630993,0.0028569216903630993,0.002255409878368179,0.0006077642847258832,0.0006077642847258832,0.01708421979625974,0.002255409878368179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006075416784232822,6.075416945175664e-05,0.013400986753461365,0.00026801972991190336,0.011038582802774491,0.00011038582503063155,0.999673021828524,0.9884282539150865,4.898567933640722,4.898432453290292,5.306261602451541,1.1399260553949666,2.5292392400821,1.5903582112474222,63.64058486026043,0.9328329475653983,1.5903582112474222,0.025646121022839002,0.1725704873547986,0.0018124229373747698,0.49300675724547915,0.454627964519399,0.5116501264463849,0.0,0.0,0.0,0.48134712173167943,0.3728015481257696,0.4865374506162403
14,0.006897695440516299,0.003475741023392209,0.003475741023392209,0.003009426742633128,0.0007274483657748128,0.0007274483657748128,0.02354723193370737,0.003009426742633128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007271700803062448,7.271700934922613e-05,0.012514492619680588,0.00025028984633668585,0.008952079680195991,8.952079506069196e-05,0.9997332658013108,0.9890079710427746,4.899791987994758,4.899695620779895,5.258607375234906,0.00528209130372709,0.003136844481534672,0.003136844481534672,0.0017358279374275018,0.0005357496900170663,0.0005357496900170663,0.012536532216964321,0.0017358279374275018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005354783912625638,5.3547839818087076e-05,0.012350727163094988,0.0002470145397837461,0.010885660113844042,0.00010885659869434455,0.999673021828524,0.9894981405335821,4.846414608523227,4.846276415108536,5.263400065367855,1.255425858148251,2.7771332505634536,1.6664732972848542,73.16301694992751,0.9262498178494113,1.5903582112474222,0.018747368733426768,0.17138635327901236,0.0011031915880231602,0.5017017771070712,0.4597369298692571,0.5226070847108331,0.0,0.0,0.0,0.4795508541594996,0.3688767168516987,0.4762897237011439
15,0.006751901814816305,0.0034257021753107816,0.0034257021753107816,0.0029335936949185797,0.0007147261138936367,0.0007147261138936367,0.02290340163316436,0.0029335936949185797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007144482824453782,7.144482971348535e-05,0.011702353415232495,0.0002340470627127117,0.008711403071391849,8.711402900786175e-05,0.9997332669537496,0.9898253756128419,4.818379929523444,4.818282728760396,5.182424414262041,0.005168697643329815,0.0028471347690630024,0.0028471347690630024,0.0019268731172833186,0.0005540136723012339,0.0005540136723012339,0.014282607904759832,0.0019268731172833186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005538122013701947,5.538122085343865e-05,0.011695955974406086,0.00023391911381399246,0.010538937814373484,0.00010538937504469101,0.999673021828524,0.9901598910765348,4.759768910854826,4.759633530120146,5.1687473576922205,1.1360766507271836,2.520539517933697,1.5876207097205859,63.852244344585515,0.9330639793651774,1.5876207097205859,0.015533603317586115,0.18186124381684848,0.0007926440816846396,0.5055356664216162,0.45401427847044895,0.5271535631693126,0.0,0.0,0.0,0.4789307302607952,0.3641244777126695,0.47205379274900267
16,0.006523307830978869,0.0033674860237821853,0.0033674860237821853,0.002782715451485514,0.0006919789062927464,0.0006919789062927464,0.021599344143899753,0.002782715451485514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006917258212916106,6.917258343265536e-05,0.010993309355210437,0.00021986618195969767,0.00840676019173485,8.406759983861483e-05,0.9997332677726624,0.9905408660445886,4.728995312190406,4.728898618114385,5.088597045494414,0.00560854128583373,0.003128781343185087,0.003128781343185087,0.002105961126717417,0.0005566007700429002,0.0005566007700429002,0.01605020434568463,0.002105961126717417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005563129957485657,5.5631300087861884e-05,0.010824278393293947,0.00021648556272554342,0.01016820979858255,0.00010168209573106101,0.999673021828524,0.9910491940246383,4.680714734688332,4.680580120115969,5.088384232762772,1.2692526320838493,2.7700275031425217,1.6643399602072053,74.33737203073554,0.9264385196938415,1.5876207097205859,0.013520369427244359,0.18259501692254904,0.0005746476205390037,0.5113853343511586,0.45692818146349073,0.5370115797058279,0.0,0.0,0.0,0.4750942962215945,0.36047680161392764,0.46241377267363304
17,0.006386877613172159,0.003320385670300995,0.003320385670300995,0.0027107806053197733,0.000681420884635593,0.000681420884635593,0.020975017869664034,0.0027107806053197733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006811700918717421,6.811701061485372e-05,0.010307108630356662,0.00020614216808697165,0.008145214413495461,8.145214243140652e-05,0.9997332633970851,0.9912372622262393,4.644150920960751,4.644052954705853,5.012927745221232,0.005137990668742201,0.0026223589884354728,0.0026223589884354728,0.002154782540687058,0.0005667130068068274,0.0005667130068068274,0.016447408222085503,0.002154782540687058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005665175539309791,5.665175641799087e-05,0.010304490002744849,0.00020608979456764024,0.009810766101472893,9.810765947124237e-05,0.999673021828524,0.9915821311477508,4.5887153298807215,4.58858113721036,4.995452491918467,1.101611134980944,2.32159454403646,1.5236779659877149,64.71218940085528,0.9383472073341229,1.5236779659877149,0.013722768281473957,0.18510512581562136,0.0005659140760853474,0.5131125745509288,0.45635835673025305,0.5407249157855195,0.0,0.0,0.0,0.47316465716759465,0.35853651745409293,0.4587091701383952
18,0.006306452534838783,0.003322423997142405,0.003322423997142405,0.0026441395541228012,0.0006740504281541816,0.0006740504281541816,0.020374941515394793,0.0026441395541228012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006738071137615272,6.738071269430392e-05,0.00967582716830379,0.00019351653915334192,0.00789917491015908,7.899174698444427e-05,0.9997332633956658,0.9918798513306541,4.563586848904542,4.5634886118549165,4.929302421164438,0.005061812667367828,0.002770138294657781,0.002770138294657781,0.0019507033794405892,0.0005412770238684951,0.0005412770238684951,0.014635540271741545,0.0019507033794405892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054100451294616,5.4100452118330405e-05,0.009545535653165774,0.00019091070969782186,0.009595988968533168,9.595988631357915e-05,0.999673021828524,0.9923656127786123,4.535687416563019,4.535554873412289,4.938146263772991,1.1706858702154241,2.452501946098921,1.566046597678026,68.35101118222657,0.9348708005952644,1.5236779659877149,0.015298259350983629,0.19150610069157473,0.0006732637433215848,0.5158655842999778,0.4546161804542004,0.5478407924798557,0.0,0.0,0.0,0.46883615634903614,0.3538777188541917,0.4514859437768226
19,0.00620986182533314,0.003311162369460276,0.003311162369460276,0.0025741906624981827,0.0006639393791792532,0.0006639393791792532,0.01976645215221911,0.0025741906624981827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000663702514308248,6.637025280573251e-05,0.009098308055809332,0.00018196615691054905,0.007617237300918482,7.617237088038553e-05,0.9997332721581745,0.99246790875911,4.476394708489771,4.476295833113954,4.845269524756195,0.004558390494258631,0.00252406783373354,0.00252406783373354,0.0017086601295378259,0.0005132790994934149,0.0005132790994934149,0.01246708915490205,0.0017086601295378259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005130940547911092,5.1309406362061235e-05,0.009145008382915352,0.00018290016413812944,0.00914529085619956,9.145290571621321e-05,0.999673021828524,0.9927767411721283,4.425962525761805,4.42583073119414,4.827425298236665,1.0787196778084516,2.234631166410868,1.4948682772775894,67.95851074663486,0.9406566265667134,1.4948682772775894,0.018426996191170275,0.191443828713467,0.0009489419112559151,0.5172226011924196,0.45343251932678996,0.553708138460852,0.0,0.0,0.0,0.4643504026164077,0.35512365195971024,0.44534291962789213
20,0.005657901316301057,0.003155941129234212,0.003155941129234212,0.002196666661907272,0.0006237073114552875,0.0006237073114552875,0.016353300622564976,0.002196666661907272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006234787704073045,6.23478782781474e-05,0.008491681175832053,0.00016983361969234633,0.007311198753341481,7.311198571870294e-05,0.9997332668785288,0.9930867452898159,4.3872957317721895,4.387196969289957,4.757359781835688,0.004194653290073558,0.0026099121644406276,0.0026099121644406276,0.0012843614437341255,0.00047492091828304844,0.00047492091828304844,0.008569326140158188,0.0012843614437341255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047473614776475547,4.747361557560146e-05,0.008148213280522237,0.00016296426143755453,0.008994177263516206,8.994177093676802e-05,0.999673021828524,0.9938105391467222,4.4052201079150315,4.405089790736842,4.801285535692253,1.0958247391013014,2.310573057831926,1.5200569258524255,64.38647818781965,0.9386398964281697,1.4948682772775894,0.020368645226422937,0.19680324987050432,0.0011552007344428738,0.5175210264651355,0.450661796679332,0.5562536864767836,0.0,0.0,0.0,0.46211032830843896,0.3525349534501306,0.44259111278877344
21,0.004585981781379992,0.002942510789946746,0.002942510789946746,0.0013754593444434,0.0005351258887971712,0.0005351258887971712,0.008938460427145882,0.0013754593444434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005349270354538904,5.349270427764522e-05,0.007032917076924254,0.0001406583388280319,0.007386061941181769,7.38606176975212e-05,0.9997332652179951,0.9945971710975929,4.43916025233728,4.439061638468558,4.817114128709836,0.004153470709038678,0.002496579842579003,0.002496579842579003,0.001385615723881407,0.0004688624556647748,0.0004688624556647748,0.009636395208869478,0.001385615723881407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004686584249378458,4.686584325714542e-05,0.006674445109061336,0.00013348890062365768,0.009092044201143052,9.092043972671277e-05,0.999673021828524,0.99536850302267,4.471659535819668,4.471529929136167,4.8656294642505555,1.0809931250193234,2.2102695803832453,1.486697541661802,63.52261269093906,0.9413035783853378,1.486697541661802,0.021369058468181785,0.2024745541657228,0.001271610204125751,0.5176745708502942,0.44560217263824237,0.5575323017589652,0.0,0.0,0.0,0.4609563706815215,0.3519232731960018,0.4411960880369091
