client_name,federated_MAE,federated_RMSE,federated_R2,client_order,nonfederated_MAE,nonfederated_RMSE,nonfederated_R2
client_1,1.1177228689193726,1.47935077255775,0.9488043785095216,1,1.1469697952270508,1.5635255118528126,0.9427956938743592
client_2,1.734131097793579,2.1490419959237976,0.9360818266868592,2,1.1472080945968628,1.5536423433652329,0.9419595003128052
client_3,0.9310135841369628,1.270628798029262,0.9428377747535706,3,1.1086180210113523,1.4914964603659573,0.9257333278656006
client_4,0.9456786513328552,1.2174366941971753,0.937690496444702,4,1.2619417905807495,1.7107520155325495,0.92485773563385
client_5,1.1306928396224976,1.524607126252385,0.936269223690033,5,1.25584077835083,1.7579160532649272,0.95721697807312
client_6,1.452959060668945,1.87577136385472,0.9136679768562316,6,0.8970369100570679,1.2298663405547683,0.9464311003684998
client_7,1.1381844282150269,1.543446836163339,0.9427371025085448,7,0.9051995873451232,1.235559016363144,0.9357991218566896
client_8,1.1329307556152344,1.5367718996244106,0.9211669564247132,8,1.029449462890625,1.405660505715657,0.9458126425743104
client_9,1.5689197778701782,1.9622101320631324,0.90117347240448,9,1.2659093141555786,1.6532327050816196,0.932932198047638
