epoch,train_loss,val_loss,val_r2
1,0.013317704206501264,0.006225629050353968,0.04055124521255493
2,0.003444660126572222,0.0022836185789271556,0.6480652689933777
3,0.0014382637380150605,0.0012901248413918571,0.8011753559112549
4,0.001069283225944085,0.0009467947295167387,0.8540868759155273
5,0.0009547335121904875,0.0007974135461588633,0.8771083950996399
6,0.0008713363882495103,0.0007065502036044045,0.8911116123199463
7,0.0008447026360357456,0.0006928822832744846,0.8932179808616638
8,0.0007929131394315609,0.0006192644570212982,0.9045634269714355
9,0.000769145779839317,0.0006953477809789895,0.8928380608558655
10,0.0007705517329999515,0.0005962633502972925,0.9081082344055176
11,0.0007541780673125827,0.0006658004532176576,0.897391676902771
12,0.0007550409767236235,0.0005959872517914739,0.9081507921218872
13,0.0007269382191634396,0.0006014767601677954,0.9073047637939453
14,0.0007381612023170597,0.0005852367862409566,0.909807562828064
15,0.0007203683865250645,0.0006234141280377761,0.9039239287376404
16,0.0007317741350520465,0.0005988005914962528,0.9077171683311462
17,0.0007167855766891078,0.0006799912570203282,0.8952046632766724
18,0.0007263931546717975,0.0006255920010472671,0.9035882949829102
19,0.0007249675584056597,0.000567944756461464,0.9124724864959717
20,0.0007129124079103714,0.0005784275117930761,0.9108569622039795
