method,MAE,RMSE,MAPE_percent,R2,test_loss
direct_net_load,1.2619417905807495,1.7107520155325497,50.99216103553772,0.9248577356338501,0.0006947327912383881
indirect_gc_minus_gg,1.2268600463867188,1.6777959064040366,50.488829612731934,0.9276823997497559,
