round,client_id,client_name,alpha,distance_avg,gamma,ref_client_ids,train_loss,val_loss,meta_loss
9,6,client_6,0.5468873977661133,1.881022070425388,0.1,"[6, 3, 4, 5, 8]",0.0012897446154691416,0.0009872952912315925,3.7145884037017822
9,7,client_7,0.5367818474769592,1.4739371872099583,0.1,"[7, 3, 4, 9, 1]",0.0007901744014448605,0.0006429932867347511,3.1084234714508057
9,8,client_8,0.5436917543411255,1.752137730276445,0.1,"[8, 3, 4, 6, 5]",0.0010173523200559848,0.0011344452958619799,2.512148380279541
9,9,client_9,0.5428305268287659,1.7174294954922515,0.1,"[9, 3, 4, 6, 5]",0.0008169234703747419,0.0006767823808671732,2.612961530685425
10,1,client_1,0.5416221618652344,1.6687485125672539,0.1,"[1, 3, 4, 6, 8]",0.0007164859452214818,0.0005988796551541981,3.3646538257598877
10,2,client_2,0.5443943738937378,1.780463535169838,0.1,"[2, 3, 4, 6, 8]",0.0009472267258215833,0.0007526523466823389,2.443922281265259
10,3,client_3,0.5481342077255249,1.9313496783637674,0.1,"[3, 1, 6, 5, 8]",0.001157118788866666,0.0008694068174171178,2.4440102577209473
10,4,client_4,0.5417311787605286,1.673139803763479,0.1,"[4, 3, 6, 7, 5]",0.0009002561139070514,0.0008145899704134374,1.8748856782913208
10,5,client_5,0.545175313949585,1.8119540760468227,0.1,"[5, 3, 6, 4, 9]",0.0006479578669414562,0.0006672935647752087,3.746830701828003
10,6,client_6,0.5465487837791443,1.8673590419319226,0.1,"[6, 3, 4, 2, 7]",0.001277028353891088,0.0009199219641311985,4.293882369995117
10,7,client_7,0.5352219939231873,1.4112157590658172,0.1,"[7, 3, 4, 9, 1]",0.000805505200417642,0.0007037761456261076,3.0735013484954834
10,8,client_8,0.5421479940414429,1.6899292724614496,0.1,"[8, 3, 4, 6, 5]",0.0009871991493583632,0.000777056801814103,2.8977715969085693
10,9,client_9,0.5432770848274231,1.7354266177251703,0.1,"[9, 3, 4, 6, 5]",0.0007868710242771436,0.0006120807527076733,2.2633965015411377
11,1,client_1,0.5433856248855591,1.7397998100495897,0.1,"[1, 3, 4, 6, 8]",0.0007173851578792439,0.0007589907035325152,2.8451807498931885
11,2,client_2,0.5461301803588867,1.8504689337103628,0.1,"[2, 3, 4, 6, 8]",0.000969956481638336,0.0007122506477641371,2.4100987911224365
11,3,client_3,0.5432517528533936,1.7344048092374578,0.1,"[3, 9, 4, 7, 2]",0.0011485904838358476,0.0007653724950375623,2.9325039386749268
11,4,client_4,0.541121780872345,1.6485953691299073,0.1,"[4, 3, 6, 8, 1]",0.0008580142427106969,0.000766094247636735,2.2016265392303467
11,5,client_5,0.5420194268226624,1.6847497705952263,0.1,"[5, 3, 6, 4, 9]",0.000631206458762973,0.0007784095546340142,3.258167266845703
11,6,client_6,0.544623076915741,1.7896856614388525,0.1,"[6, 3, 4, 9, 1]",0.0012539202458225478,0.0009260039122528917,3.756969690322876
11,7,client_7,0.5353694558143616,1.417145308398176,0.1,"[7, 3, 4, 9, 1]",0.0007899497567447272,0.0007238579733732239,2.5833182334899902
11,8,client_8,0.5429012775421143,1.720280889060814,0.1,"[8, 3, 4, 6, 5]",0.0010029273181808194,0.0007427008054277271,2.315412998199463
11,9,client_9,0.5436037182807922,1.7485904956469311,0.1,"[9, 3, 4, 6, 5]",0.0007757789088287061,0.0006474477671774154,1.898874282836914
12,1,client_1,0.5399665832519531,1.6020828419015742,0.1,"[1, 3, 4, 6, 8]",0.0007046321437156499,0.0005720112905012792,3.8533496856689453
12,2,client_2,0.5439735651016235,1.7635003460542067,0.1,"[2, 3, 4, 6, 8]",0.0009408791700339809,0.0007344225085024728,2.739173650741577
12,3,client_3,0.541723906993866,1.6728475406678627,0.1,"[3, 6, 1, 5, 8]",0.0011320131763592175,0.0009285475547530717,1.8915983438491821
12,4,client_4,0.543950080871582,1.7625532450852917,0.1,"[4, 3, 6, 2, 9]",0.0008496467443845715,0.0008105525057497459,1.908331036567688
12,5,client_5,0.5406581163406372,1.6299242066568695,0.1,"[5, 3, 6, 4, 9]",0.0006340820175667431,0.0007246252196380999,2.9826388359069824
12,6,client_6,0.5494048595428467,1.9826638817758067,0.1,"[6, 3, 4, 5, 9]",0.0012434406140971225,0.0009457459524722466,3.215003490447998
12,7,client_7,0.5344850420951843,1.3815956391714281,0.1,"[7, 3, 4, 9, 1]",0.0007666679370450991,0.0009388877433989925,3.239241361618042
12,8,client_8,0.5387745499610901,1.5541042598488275,0.1,"[8, 3, 4, 6, 5]",0.0009799495753142695,0.0007419861436855835,2.322216272354126
12,9,client_9,0.5414822697639465,1.6631136607844383,0.1,"[9, 3, 4, 6, 5]",0.0007703385904995682,0.0006643325799757644,1.9069656133651733
