round,client_id,layer_name,ref_client_id,weight,self_weight,alpha
1,1,conv1,1,0.12531283497810364,0.12531283497810364,0.5
1,1,conv1,2,0.09090843051671982,0.12531283497810364,0.5
1,1,conv1,3,0.11381307244300842,0.12531283497810364,0.5
1,1,conv1,4,0.13728301227092743,0.12531283497810364,0.5
1,1,conv1,5,0.08967442810535431,0.12531283497810364,0.5
1,1,conv1,6,0.13320495188236237,0.12531283497810364,0.5
1,1,conv1,7,0.08566328138113022,0.12531283497810364,0.5
1,1,conv1,8,0.12472571432590485,0.12531283497810364,0.5
1,1,conv1,9,0.09941425919532776,0.12531283497810364,0.5
1,1,conv2,1,0.11939024925231934,0.11939024925231934,0.5
1,1,conv2,2,0.15051664412021637,0.11939024925231934,0.5
1,1,conv2,3,0.09953361749649048,0.11939024925231934,0.5
1,1,conv2,4,0.12326079607009888,0.11939024925231934,0.5
1,1,conv2,5,0.10963328927755356,0.11939024925231934,0.5
1,1,conv2,6,0.1340331882238388,0.11939024925231934,0.5
1,1,conv2,7,0.0783340260386467,0.11939024925231934,0.5
1,1,conv2,8,0.08634013682603836,0.11939024925231934,0.5
1,1,conv2,9,0.0989580750465393,0.11939024925231934,0.5
1,1,lstm1,1,0.094631627202034,0.094631627202034,0.5
1,1,lstm1,2,0.10159611701965332,0.094631627202034,0.5
1,1,lstm1,3,0.138808935880661,0.094631627202034,0.5
1,1,lstm1,4,0.11442755162715912,0.094631627202034,0.5
1,1,lstm1,5,0.07300209999084473,0.094631627202034,0.5
1,1,lstm1,6,0.10367495566606522,0.094631627202034,0.5
1,1,lstm1,7,0.09380342066287994,0.094631627202034,0.5
1,1,lstm1,8,0.16654857993125916,0.094631627202034,0.5
1,1,lstm1,9,0.1135067418217659,0.094631627202034,0.5
1,1,lstm2,1,0.0796968936920166,0.0796968936920166,0.5
1,1,lstm2,2,0.10679763555526733,0.0796968936920166,0.5
1,1,lstm2,3,0.17126286029815674,0.0796968936920166,0.5
1,1,lstm2,4,0.09097510576248169,0.0796968936920166,0.5
1,1,lstm2,5,0.12397773563861847,0.0796968936920166,0.5
1,1,lstm2,6,0.09675975888967514,0.0796968936920166,0.5
1,1,lstm2,7,0.12601536512374878,0.0796968936920166,0.5
1,1,lstm2,8,0.1137872040271759,0.0796968936920166,0.5
1,1,lstm2,9,0.09072746336460114,0.0796968936920166,0.5
1,1,attention,1,0.09840405732393265,0.09840405732393265,0.5
1,1,attention,2,0.0735233724117279,0.09840405732393265,0.5
1,1,attention,3,0.10182549059391022,0.09840405732393265,0.5
1,1,attention,4,0.1784059703350067,0.09840405732393265,0.5
1,1,attention,5,0.1359594613313675,0.09840405732393265,0.5
1,1,attention,6,0.11208684742450714,0.09840405732393265,0.5
1,1,attention,7,0.08092572540044785,0.09840405732393265,0.5
1,1,attention,8,0.12285463511943817,0.09840405732393265,0.5
1,1,attention,9,0.09601438045501709,0.09840405732393265,0.5
1,2,conv1,2,0.09808667749166489,0.09808667749166489,0.5
1,2,conv1,1,0.10524614155292511,0.09808667749166489,0.5
1,2,conv1,3,0.09723226726055145,0.09808667749166489,0.5
1,2,conv1,4,0.12238584458827972,0.09808667749166489,0.5
1,2,conv1,5,0.0945698618888855,0.09808667749166489,0.5
1,2,conv1,6,0.1326245218515396,0.09808667749166489,0.5
1,2,conv1,7,0.09659922122955322,0.09808667749166489,0.5
1,2,conv1,8,0.1286327838897705,0.09808667749166489,0.5
1,2,conv1,9,0.12462268769741058,0.09808667749166489,0.5
1,2,conv2,2,0.10958696901798248,0.10958696901798248,0.5
1,2,conv2,1,0.12269683182239532,0.10958696901798248,0.5
1,2,conv2,3,0.09668749570846558,0.10958696901798248,0.5
1,2,conv2,4,0.12549471855163574,0.10958696901798248,0.5
1,2,conv2,5,0.09580215066671371,0.10958696901798248,0.5
1,2,conv2,6,0.15697483718395233,0.10958696901798248,0.5
1,2,conv2,7,0.10606671869754791,0.10958696901798248,0.5
1,2,conv2,8,0.08395153284072876,0.10958696901798248,0.5
1,2,conv2,9,0.10273870825767517,0.10958696901798248,0.5
1,2,lstm1,2,0.11446817219257355,0.11446817219257355,0.5
1,2,lstm1,1,0.10852519422769547,0.11446817219257355,0.5
1,2,lstm1,3,0.13141967356204987,0.11446817219257355,0.5
1,2,lstm1,4,0.09723149240016937,0.11446817219257355,0.5
1,2,lstm1,5,0.09756484627723694,0.11446817219257355,0.5
1,2,lstm1,6,0.11106913536787033,0.11446817219257355,0.5
1,2,lstm1,7,0.09985902160406113,0.11446817219257355,0.5
1,2,lstm1,8,0.13962724804878235,0.11446817219257355,0.5
1,2,lstm1,9,0.10023517161607742,0.11446817219257355,0.5
1,2,lstm2,2,0.10989288985729218,0.10989288985729218,0.5
1,2,lstm2,1,0.08583611249923706,0.10989288985729218,0.5
1,2,lstm2,3,0.14942824840545654,0.10989288985729218,0.5
1,2,lstm2,4,0.10566752403974533,0.10989288985729218,0.5
1,2,lstm2,5,0.11446861922740936,0.10989288985729218,0.5
1,2,lstm2,6,0.09926198422908783,0.10989288985729218,0.5
1,2,lstm2,7,0.09117589145898819,0.10989288985729218,0.5
1,2,lstm2,8,0.11111778020858765,0.10989288985729218,0.5
1,2,lstm2,9,0.13315095007419586,0.10989288985729218,0.5
1,2,attention,2,0.08485016226768494,0.08485016226768494,0.5
1,2,attention,1,0.11917346715927124,0.08485016226768494,0.5
1,2,attention,3,0.10666998475790024,0.08485016226768494,0.5
1,2,attention,4,0.13687078654766083,0.08485016226768494,0.5
1,2,attention,5,0.12378399819135666,0.08485016226768494,0.5
1,2,attention,6,0.11970051378011703,0.08485016226768494,0.5
