epoch,train_loss,val_loss,val_r2
1,0.013039477335752444,0.0039056437057869214,0.9475009441375732
2,0.0028582042442377,0.002921067448924477,0.9607354998588562
3,0.002431537335712344,0.002650353646935651,0.9643743634223938
4,0.00235273093733017,0.0025609826431485477,0.9655756950378418
5,0.0022624693891582534,0.002522890831069848,0.9660876989364624
6,0.002188522496199873,0.0024429722958963025,0.9671619534492493
7,0.0022086702988065943,0.002747968921003207,0.9630622267723083
8,0.0021358733556568637,0.0025935196858591085,0.96513831615448
9,0.002177772997354954,0.002597222915398233,0.9650885462760925
10,0.0021612214186063415,0.0025948673121937117,0.9651201963424683
11,0.0021338413698157536,0.002857871662693181,0.9615849256515503
12,0.0021190976587642345,0.0026564233453997585,0.9642927646636963
13,0.002104589938884285,0.0030495114712967876,0.9590089321136475
14,0.002127697697033683,0.002415362341655445,0.9675331115722656
15,0.0021161869416204664,0.002399603589601433,0.9677448868751526
16,0.002077196972381092,0.0024799952565927744,0.9666643142700195
17,0.0020813316512830124,0.0023997366136208754,0.9677430987358093
18,0.0020929213980532785,0.003033369391457528,0.9592259526252747
19,0.0020904218213387542,0.002455410367916112,0.9669947624206543
20,0.0020758714399652916,0.0024054852343603863,0.9676658511161804
