round,direction,receiver_id,selected_sender_id,receiver_local_update_executed,receiver_local_train_loss,receiver_local_val_loss,sender_local_train_loss,sender_local_val_loss,sender_id,val_loss_receiver_loc,val_loss_receiver_trans,val_loss_sender_copy_trans,val_loss_merged,accept_merge,rollback_to_local,rollback_reason,receiver_transfer_loss_avg,sender_copy_transfer_loss_avg,receiver_pred_loss_avg,sender_copy_pred_loss_avg,receiver_active_ratio_avg,sender_copy_active_ratio_avg,w_receiver,w_sender
11,Client8 -> Client2,2,8,False,,0.07429734207839889,0.009387691143848607,0.002911956057522065,8,0.07429734207839889,0.0020264478737375435,0.0022236578945446536,0.08847270617585017,True,False,,0.002021802030973381,0.00025450806218171054,0.003534481757426909,0.002187270101441293,0.34447802394033517,0.6027175594381224,493.47189150082227,449.7074416792678
12,Client6 -> Client2,2,6,False,,0.08847270617585017,0.0024224082567433788,0.0028738868404710616,6,0.08847270617585017,0.0023503228034361242,0.001970891862381353,0.10382101073863982,True,False,,0.004711616323206453,0.0003349447720836975,0.006382087666953644,0.002124037326831065,0.6040977559914762,0.5029864598185202,425.4716602423395,507.3819346802709
13,Client9 -> Client2,2,9,False,,0.10382101073863982,0.02610844385385258,0.0028865754015806643,9,0.10382101073863982,0.0024433800719826384,0.0030481236924888608,0.14021658251425556,True,False,,0.0034184720952084085,0.0005628535210675785,0.005561536231029761,0.0025117496113024867,0.55629060276728,0.5536491921346139,409.2674401302493,328.0695995927529
14,Client7 -> Client2,2,7,False,,0.14021658251425556,0.0024530144961048593,0.0026078517645250023,7,0.14021658251425556,0.0021281581326180327,0.0019683895507384883,0.10086059031428633,True,False,,0.006557388402790033,0.0002550437465942595,0.008377961151193842,0.002095364931978104,0.7172024843779188,0.5015110772764303,469.8876863501469,508.0269397667908
15,Client4 -> Client2,2,4,False,,0.10086059031428633,0.01896143470833154,0.003283808726568588,4,0.10086059031428633,0.0021787001933436753,0.0021415435175863216,0.11421060291047609,True,False,,0.0036357240736932636,0.0003604507141036193,0.005502433072631781,0.0023414342567067378,0.6310115889187466,0.544297170604855,458.987158115461,466.95074009967726
16,Client7 -> Client2,2,7,False,,0.11421060291047609,0.002365439683510086,0.002816473797436055,7,0.11421060291047609,0.002135531167988348,0.0019570794875263158,0.04398482680789707,True,False,,0.00681232623629912,0.00048272305794052895,0.009070254906519342,0.002121129948596076,0.684315731880981,0.2983842181917732,468.2653816231447,510.96283863031766
17,Client7 -> Client2,2,7,False,,0.04398482680789707,0.0022752451292545567,0.002937318082923698,7,0.04398482680789707,0.0020887959617637048,0.0019856385758413478,0.002442969901038102,True,False,,0.0011556535953248896,0.0003615803462950396,0.0029382409263037255,0.0020724656882389818,0.6027413559454124,0.36696570926225697,478.74240992477814,503.6137875385556
18,Client5 -> Client2,2,5,False,,0.002442969901038102,0.0026369333340280723,0.0028330875105613985,5,0.002442969901038102,0.0023652916515050867,0.0019986327336159234,0.13049477796606265,True,False,,0.0002716838803884278,0.000315982277784408,0.002105137629746089,0.002049912600349537,0.5841562953719923,0.4825690693447132,422.77905626273116,500.33954702389985
19,Client6 -> Client2,2,6,False,,0.13049477796606265,0.0023167915521394348,0.002973493324739083,6,0.13049477796606265,0.0023604216521172982,0.001965827561800181,0.13451255404418455,True,False,,0.006591325622637137,0.0005407213817069749,0.007175397762099346,0.002129437446409095,0.6251338552796619,0.34711943460207795,423.65132627458365,508.689028753865
20,Client3 -> Client2,2,3,False,,0.13451255404418455,0.0023460934567519523,0.0023323648244493187,3,0.13451255404418455,0.0020452556905608873,0.0018989927127879243,0.10379554380201099,True,False,,0.005606180053909468,0.00031877816383136945,0.007341632497422394,0.00199593561088082,0.7839992385278455,0.3635152178703625,488.9340317080091,526.5921913991901
