epoch,train_loss,val_loss,val_MAE,val_MSE,val_RMSE,val_MAPE_percent,val_R2,best_val_RMSE
1,0.00866481924138413,0.003335050857187853,1.8262479305267334,9.071818351745605,3.0119459410397136,17.783474922180176,0.6887987852096558,3.0119459410397136
2,0.0015403428154551757,0.0020169374830950235,1.5226987600326538,5.486360549926758,2.3422981342960503,14.92336392402649,0.8117949366569519,2.3422981342960503
3,0.0010649778670324957,0.0015133881149228218,1.3642915487289429,4.116633892059326,2.0289489624086965,13.091765344142914,0.8587822914123535,2.0289489624086965
4,0.0009204331111005593,0.001256098013667551,1.2650896310806274,3.4167675971984863,1.8484500526653367,12.119738757610321,0.8827906250953674,1.8484500526653367
5,0.0007787282849596783,0.0010066970595518942,1.1474488973617554,2.738361120223999,1.6547994199370506,11.614056676626205,0.9060627818107605,1.6547994199370506
6,0.000721628212949487,0.0009796056204837019,1.2115919589996338,2.664668321609497,1.6323811814675815,13.398005068302155,0.9085907340049744,1.6323811814675815
7,0.0006910648683554081,0.0007974722354097005,1.0295995473861694,2.1692392826080322,1.4728337593252105,10.244006663560867,0.9255860447883606,1.4728337593252105
8,0.0006760778890942966,0.0007474903120148413,0.9955142736434937,2.0332813262939453,1.4259317397035334,10.043122619390488,0.9302499294281006,1.4259317397035334
9,0.0006295309699941941,0.0007471901241775171,1.001470685005188,2.0324647426605225,1.4256453775958882,10.066527128219604,0.930277943611145,1.4256453775958882
10,0.0006164455898083714,0.0007013301154017477,0.981126606464386,1.9077188968658447,1.3812019754061478,9.717542678117752,0.9345572590827942,1.3812019754061478
11,0.0006037313073461945,0.0006742791751932855,0.9482893943786621,1.8341366052627563,1.3543029961063944,9.266436845064163,0.9370814561843872,1.3543029961063944
12,0.000594365716814793,0.0007250239142290733,0.9864295125007629,1.9721695184707642,1.4043395310503668,9.599167108535767,0.9323463439941406,1.3543029961063944
13,0.0006035438482465678,0.0006659003935541709,0.9456900358200073,1.811344861984253,1.3458621259193875,9.531714767217636,0.937863290309906,1.3458621259193875
14,0.0005873058591448001,0.0006327957651718455,0.9319086074829102,1.721295714378357,1.3119815983383138,9.312955290079117,0.9409523606300354,1.3119815983383138
15,0.0005870531405482331,0.0006571657440490285,0.9366328716278076,1.7875853776931763,1.337006124777735,9.237129986286163,0.9386783838272095,1.3119815983383138
