round,selected_clients,avg_local_train_loss,avg_local_val_loss,avg_local_train_task_loss,avg_local_train_rc_loss,avg_local_train_weighted_rc_loss,avg_local_train_total_loss,avg_local_train_rc_to_task_ratio,round_rc_to_task_ratio,global_rc_norm,avg_client_rc_rg_l2_norm,min_client_rc_rg_l2_norm,max_client_rc_rg_l2_norm,avg_personalized_head_ratio,avg_num_personalized_head_params,avg_num_head_params,avg_head_importance_mean,head_personalization_enabled_this_round,head_personalization_warmup_rounds,head_mask_update_interval,head_mask_updated_this_round,head_param_prefixes,head_param_exact_names,head_personalization_tau,use_head_importance_ema,head_importance_ema_beta,regional_val_loss,regional_val_MAE,regional_val_MSE,regional_val_RMSE,regional_val_MAPE_percent,regional_val_R2,avg_client_val_MAE,avg_client_val_MSE,avg_client_val_RMSE,avg_client_val_R2,regional_val_samples,head_mask_jaccard_mean,head_mask_hamming_change_rate_mean,head_selected_importance_mean_avg,head_unselected_importance_mean_avg,head_importance_gap_mean_ratio_avg,head_importance_gap_boundary_ratio_avg,head_importance_selected_share_avg
1,9,0.004113979012534145,0.001524503397045206,0.004113979012534145,0.0,0.0,0.004113979012534145,0.0,0.0,1.183070421218872,0.30090248584747314,0.16218684613704681,0.7533636689186096,0.0,0.0,3200.0,0.0,False,5,1,False,lstm2,,0.1,False,,0.00241744235935578,10.54943561553955,218.84552001953125,14.79342827134844,12.371821701526642,0.7497919797897339,1.5251544184154935,4.738962226443821,2.1370087498654367,0.6342421306504143,5211,,,,,,,
2,9,0.0015346620349674992,0.0010517331801431478,0.0015346620349674992,0.00012910195373530605,0.00012910195373530605,0.0016637639884397781,0.0845586084618706,0.0841240290758324,1.1823604106903076,0.020057814609673288,0.009624402970075607,0.05090441182255745,0.0,0.0,3200.0,0.0,False,5,1,False,lstm2,,0.1,False,,0.001035889059543895,5.080804824829102,50.10197067260742,7.078274554763147,6.675312668085098,0.942717969417572,1.0592921177546184,2.0889460113313465,1.4132751275248285,0.8432244857152303,5211,,,,,,,
3,9,0.001258910899224304,0.0009841638265455808,0.001258910899224304,8.668746097542e-05,8.668746097542e-05,0.0013455983598865326,0.06868358765639684,0.0688590915846186,1.1797468662261963,0.022908702492713928,0.009020891040563583,0.04724431782960892,0.0,0.0,3200.0,0.0,False,5,1,False,lstm2,,0.1,False,,0.0008904743906681226,4.193854331970215,34.14994430541992,5.843795368202066,5.469408258795738,0.9609560966491699,0.9759630693329705,1.7691562970479329,1.3061798312510138,0.8640537328190274,5211,,,,,,,
4,9,0.0011602483471551254,0.0008431815451011845,0.0011602483471551254,7.046381451809164e-05,7.046381451809164e-05,0.0012307121607976967,0.06119906017330082,0.06073166544915487,1.1804167032241821,0.014653389859530661,0.008190866559743881,0.0304437093436718,0.0,0.0,3200.0,0.0,False,5,1,False,lstm2,,0.1,False,,0.0008517083818167688,3.9860317707061768,30.84296989440918,5.553644739665041,5.178245529532433,0.9647369384765625,0.9557301004727682,1.6862905422846477,1.2764696461460838,0.8696079055468241,5211,,,,,,,
5,9,0.0011074252670932505,0.0008744368708975109,0.0011074252670932505,6.207005906304109e-05,6.207005906304109e-05,0.0011694953257224176,0.055213239890756875,0.056048982131238934,1.1778539419174194,0.015237573637730546,0.0072239963337779045,0.02523265965282917,0.0,0.0,3200.0,0.0,False,5,1,False,lstm2,,0.1,False,,0.000857834168236076,4.087538719177246,32.18083190917969,5.672815166139268,5.230835825204849,0.9632073640823364,0.9487338728374906,1.685321695274777,1.277747553333941,0.8681252068943448,5211,,,,,,,
6,9,0.0010760631246411244,0.0008496802832462571,0.0010760631246411244,5.53746260923707e-05,5.53746260923707e-05,0.0011314377507556752,0.05184256839630483,0.05146038812488644,1.1767975091934204,0.014662654139101505,0.00735049694776535,0.021883836016058922,0.09999999999999999,320.0,3200.0,4.0375460091329137e-07,True,5,1,True,lstm2,,0.1,False,,0.0008398331382704961,4.3924126625061035,33.624935150146484,5.798701160617478,5.908636376261711,0.9615563154220581,0.9762319326400757,1.676180773311191,1.2703411108283893,0.8720262116856046,5211,,,3.3953341291415023e-06,7.135688377678238e-08,49.519814784764854,1.003393880602736,0.8435030009883022
7,9,0.0010202576066616327,0.0007746353819362236,0.0010202576066616327,4.5828568681668334e-05,4.5828568681668334e-05,0.0010660861749272861,0.04607104274721276,0.044918624803695,1.1751116514205933,0.0148255395082136,0.00458107003942132,0.027271047234535217,0.09999999999999999,320.0,3200.0,3.792585106212856e-07,True,5,1,True,lstm2,,0.1,False,,0.0007999669574104051,3.7739250659942627,26.583560943603516,5.155924838824119,4.977486282587051,0.9696067571640015,0.9372365540928311,1.5816788143581815,1.2367774287030793,0.8776805533303155,5211,0.5716742140601673,0.05465277781089147,3.1656087807480698e-06,6.966403089532348e-08,47.97220095107323,1.0041192280326834,0.8356637060694859
8,9,0.0010077978959973,0.0007721839305889804,0.0010077978959973,4.3868957697148175e-05,4.3868957697148175e-05,0.0010516668530592404,0.04399708704430888,0.043529518991708815,1.1770243644714355,0.016675068272484675,0.009122784249484539,0.026540197432041168,0.09999999999999999,320.0,3200.0,3.6118892568184594e-07,True,5,1,True,lstm2,,0.1,False,,0.0007912552239538128,3.8777008056640625,27.383413314819336,5.232916329812596,5.135706812143326,0.9686923027038574,0.9384267661306593,1.5690904392136469,1.231163303272055,0.8788584735658433,5211,0.5573562858842229,0.05708333270417319,3.045881071351965e-06,6.288981359901373e-08,49.335833385538734,1.0026489000881291,0.8422469655470497
9,9,0.0009799062336034144,0.0008252219479689587,0.0009799062336034144,3.738836064502597e-05,3.738836064502597e-05,0.0010172945936310063,0.038869792009137066,0.0381550390483613,1.1788349151611328,0.01477733694223894,0.007289644330739975,0.024103520438075066,0.09999999999999999,320.0,3200.0,4.845973822714061e-07,True,5,1,True,lstm2,,0.1,False,,0.0008155273022293564,4.350677490234375,31.548389434814453,5.6167952993512635,5.98246194422245,0.9639304280281067,0.9706653621461656,1.6273535754945543,1.2512608870374333,0.8762276702457004,5211,0.49830078669223643,0.0671527778936757,4.176569989608778e-06,7.437819913320804e-08,55.68499141459919,1.0031245366882346,0.8564878114804197
10,9,0.0009469772808741653,0.0007769252068865033,0.0009469772808741653,3.359386366064601e-05,3.359386366064601e-05,0.0009805711440918352,0.03636716386113885,0.03547483588429947,1.1786147356033325,0.013640935636228986,0.005373126827180386,0.026036908850073814,0.09999999999999999,320.0,3200.0,4.801981706097852e-07,True,5,1,True,lstm2,,0.1,False,,0.0007732434955221777,3.6684751510620117,24.765769958496094,4.97652187360772,4.845618084073067,0.9716850519180298,0.9252505633566115,1.526928722858429,1.2155569026945698,0.8815377619531419,5211,0.514927837147027,0.06437499986754523,4.059642556776389e-06,8.248212502461294e-08,51.16307839738583,1.0025309122930501,0.8426065762701825
