,client_1,client_2,client_3,client_4,client_5,client_6,client_7,client_8,client_9
client_1,1.0,-0.09401732,-0.058590345,-0.008900469,-0.11932122,1.5953258,1.6665046,0.0,0.0
client_2,0.9848088,1.0,3.0504777,0.0,0.0,0.0,0.0,0.0,0.0
client_3,0.38465136,-0.01396361,1.0,4.410703,0.0,0.0,0.0,0.0,0.0
client_4,-0.7157173,-0.68136525,-0.8174779,1.0,-1.2435365,-0.90027356,-0.92960644,-1.0604457,-0.58904266
client_5,-0.003404674,-0.06379809,-0.0110373795,4.5019197,1.0,0.8599522,0.0,0.0,0.0
client_6,-0.042823505,-0.09403704,-0.07950671,3.8644478,-0.1433883,1.0,-0.1314328,-0.039371185,0.0014851624
client_7,-0.037878014,-0.11223505,-0.108248316,3.4163265,-0.08414074,-0.024997778,1.0,0.016673956,0.0
client_8,-0.041890502,-0.033838548,-0.13894905,3.2058914,-0.061662488,-0.067445405,-0.0009478852,1.0,-0.027364796
client_9,-0.046590924,-0.10265496,-0.09609421,4.080942,-0.19361775,0.38158253,0.0,0.0,1.0
