experiment_id,experiment_name,target,extra_feature,rc_lambda,head_prefixes,head_exact_names,tau,warmup_rounds,mask_update_interval,use_ema,ema_beta,baseline_avg_client_RMSE_reference,baseline_regional_RMSE_reference,save_dir,checkpoint_dir,regional_MAE,regional_MSE,regional_RMSE,regional_MAPE_percent,regional_R2,avg_client_MAE,avg_client_MSE,avg_client_RMSE,avg_client_MAPE_percent,avg_client_R2,avg_client_RMSE_change_vs_reference,regional_RMSE_change_vs_reference,best_round_by_avg_client_val_RMSE,best_avg_client_val_RMSE,best_regional_val_RMSE,final_round_avg_client_val_RMSE,final_round_regional_val_RMSE
gc_price_fc1_tau0p10_ema0p3,gc_price_fc1_tau0p10_ema0p3_lambda1p0,gc,rrp_aud_per_mwh,1.0,fc1,,0.1,5,1,True,0.3,1.2935,4.6004,runs/gc_price_fc1_tau010_ema03\results\gc_price_fc1_tau0p10_ema0p3_lambda1p0,runs/gc_price_fc1_tau010_ema03\checkpoints\gc_price_fc1_tau0p10_ema0p3_lambda1p0,3.9394545555114746,26.710224151611328,5.168193509497427,5.088896304368973,0.9720650911331177,1.0000615914662678,1.755013147989909,1.310702536860293,12.232108331388897,0.8727582295735677,0.017202536860292827,0.5677935094974274,18,1.18572871189308,4.582130320486944,1.211120327740535,4.979322593301139
