component,MAE,MSE,RMSE,MAPE_percent,R2
gc_model_regional,3.435359001159668,21.250944137573242,4.609874633606997,4.353054612874985,0.9780872464179993
gg_model_regional,1.565763235092163,11.290342330932617,3.360110464096771,50739012.5,0.99225252866745
indirect_net_load_regional,4.227741241455078,33.8314208984375,5.816478393189259,24.974308907985687,0.9879429936408997
