method,MAE,RMSE,MAPE_percent,R2,test_loss
direct_net_load,0.8970369100570679,1.2298663405547685,49.38192367553711,0.9464311003684998,0.0008801181456935561
indirect_gc_minus_gg,0.9038930535316467,1.224754507417438,53.26305031776428,0.9468449950218201,
