round,h2a_alpha_mean,h2a_alpha_min,h2a_alpha_max,h2a_distance_mean,h2a_meta_loss_mean,avg_local_train_loss,avg_local_val_loss,avg_client_val_RMSE,regional_val_RMSE
1,0.5,0.5,0.5,0.0,1.8710604906082153,0.011027723244485364,0.0018019673872693247,2.3757504601905888,16.713711273420095
2,0.7723688085873922,0.6736904978752136,0.8591540455818176,12.581605009652709,1.8327805863486395,0.0016100669010078337,0.0012844435176817175,1.7003484218076177,9.18289920544611
3,0.6748440927929349,0.6371803283691406,0.8038009405136108,7.419283140877572,3.175443106227451,0.001296787107110502,0.0011009758733703423,1.482522394212624,7.44714627494189
4,0.6196962528758578,0.5787438154220581,0.7006616592407227,4.917361425023518,3.9857480790879993,0.0011473088051944717,0.0009266251831107056,1.3869504848089615,6.861570523934855
5,0.5739569067955017,0.5460551381111145,0.5998919010162354,2.98461104980325,4.00170636177063,0.001056676680474764,0.0008961066113839498,1.3507606035771231,6.281512354595627
6,0.5514338745011224,0.5339187383651733,0.5636411905288696,2.065790672903758,3.468044916788737,0.0010066992422746274,0.0008386770224648146,1.3336041231458742,6.420842814041389
7,0.5393760535452101,0.5292831063270569,0.5549378991127014,1.578637851433423,3.223018315103319,0.000970582382094831,0.000863770004735671,1.332015872148583,6.133376641051493
8,0.5376688838005066,0.5293362736701965,0.5477321743965149,1.5098592675721092,3.2446788946787515,0.0009410357873950797,0.0007757899351959149,1.3484405281564298,6.577050055523474
9,0.5387991269429525,0.5311484336853027,0.553070068359375,1.5554071700632148,3.247119585673014,0.0009213045914681238,0.0007826157855259874,1.3560425058528285,6.140048788665874
10,0.5391339990827773,0.5290340185165405,0.5548300743103027,1.5689002807538834,3.1032900545332165,0.0009136252115901309,0.0007280835764887703,1.285140226812841,5.740993910280768
11,0.536574641863505,0.5278869867324829,0.5448915958404541,1.4657693637882065,2.840410484208001,0.0009005550398673294,0.0007400789013833075,1.329687804776273,6.179043009217983
12,0.5372302730878195,0.5285921096801758,0.5438057780265808,1.4921433532446693,2.778219845559862,0.000890615960732213,0.0007637310297471934,1.3153732323651672,6.18555674237451
13,0.5389064020580716,0.5321483016014099,0.548159658908844,1.5596027591791763,2.994865311516656,0.0008874373180418124,0.0007658456029549566,1.3293912215284813,6.011919896935418
14,0.5407859020762973,0.5325657725334167,0.5554131269454956,1.6353793252206674,2.785131083594428,0.0008877074009035001,0.0007457179314627541,1.455172298076727,7.910693702806293
15,0.5395450790723165,0.5338397026062012,0.5468056201934814,1.585298877400217,2.662828180525038,0.0008783447516245641,0.0007338817043934362,1.3202083415821895,5.969161893203718
16,0.5408646133210924,0.5338772535324097,0.5470524430274963,1.63836859248059,3.004214604695638,0.000868878176226756,0.000747871750102073,1.402253855972763,6.7290536341508895
