round,selected_clients,avg_local_train_loss,avg_local_val_loss,avg_local_train_task_loss,avg_local_train_rc_loss,avg_local_train_weighted_rc_loss,avg_local_train_total_loss,avg_local_train_rc_to_task_ratio,round_rc_to_task_ratio,global_rc_norm,avg_personalized_head_ratio,avg_num_personalized_head_params,avg_num_head_params,avg_head_importance_mean,h2a_alpha_mean,h2a_alpha_min,h2a_alpha_max,h2a_distance_mean,h2a_meta_loss_mean,h2a_num_refs,h2a_reference_summary,regional_val_loss,regional_val_MAE,regional_val_MSE,regional_val_RMSE,regional_val_MAPE_percent,regional_val_R2,avg_client_val_MAE,avg_client_val_MSE,avg_client_val_RMSE,avg_client_val_R2,regional_val_samples
1,9,0.011027723244485364,0.0018019673872693247,0.011027723244485364,0.0,0.0,0.011027723244485364,0.0,0.0,,0.0,0.0,353.0,0.0,0.5,0.5,0.5,0.0,1.8710604906082153,3,"client_1->[1, 2, 3, 4, 5, 6, 7, 8, 9]; client_2->[2, 1, 3, 4, 5, 6, 7, 8, 9]; client_3->[3, 1, 2, 4, 5, 6, 7, 8, 9]; client_4->[4, 1, 2, 3, 5, 6, 7, 8, 9]; client_5->[5, 1, 2, 3, 4, 6, 7, 8, 9]; client_6->[6, 1, 2, 3, 4, 5, 7, 8, 9]; client_7->[7, 1, 2, 3, 4, 5, 6, 8, 9]; client_8->[8, 1, 2, 3, 4, 5, 6, 7, 9]; client_9->[9, 1, 2, 3, 4, 5, 6, 7, 8]",0.0029393620988450676,13.108376502990723,279.34814453125,16.713711273420095,18.267878890037537,0.6806187629699707,1.8267815775341458,5.986042949888441,2.3757504601905888,0.5699427260292901,5211
2,9,0.0016100669010078337,0.0012844435176817175,0.0016100669010078337,0.0,0.0,0.0016100669010078337,0.0,0.0,,0.0,0.0,353.0,0.0,0.7723688085873922,0.6736904978752136,0.8591540455818176,12.581605009652709,1.8327805863486395,3,"client_1->[1, 4, 3]; client_2->[2, 6, 8]; client_3->[3, 1, 6]; client_4->[4, 3, 6]; client_5->[5, 1, 8]; client_6->[6, 8, 4]; client_7->[7, 4, 3]; client_8->[8, 4, 3]; client_9->[9, 4, 3]",0.0014768725307296897,6.056699275970459,84.32563781738281,9.18289920544611,7.511696219444275,0.9035897254943848,1.2203319205178156,3.086706929736667,1.7003484218076177,0.7812324298752679,5211
3,9,0.001296787107110502,0.0011009758733703423,0.001296787107110502,0.0,0.0,0.001296787107110502,0.0,0.0,,0.0,0.0,353.0,0.0,0.6748440927929349,0.6371803283691406,0.8038009405136108,7.419283140877572,3.175443106227451,3,"client_1->[1, 4, 3]; client_2->[2, 6, 8]; client_3->[3, 6, 9]; client_4->[4, 3, 8]; client_5->[5, 8, 1]; client_6->[6, 2, 9]; client_7->[7, 4, 3]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.0011339728429548392,5.115321159362793,55.45998764038086,7.44714627494189,6.442327797412872,0.9365921020507812,1.0839012993706598,2.310345914628771,1.482522394212624,0.8305998709466722,5211
4,9,0.0011473088051944717,0.0009266251831107056,0.0011473088051944717,0.0,0.0,0.0011473088051944717,0.0,0.0,,0.0,0.0,353.0,0.0,0.6196962528758578,0.5787438154220581,0.7006616592407227,4.917361425023518,3.9857480790879993,3,"client_1->[1, 3, 4]; client_2->[2, 6, 8]; client_3->[3, 4, 1]; client_4->[4, 3, 8]; client_5->[5, 8, 1]; client_6->[6, 1, 5]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.0010032703110851157,4.811427116394043,47.08115005493164,6.861570523934855,6.055750325322151,0.9461717009544373,1.0059620009528265,1.998761190308465,1.3869504848089615,0.8480657206641303,5211
5,9,0.001056676680474764,0.0008961066113839498,0.001056676680474764,0.0,0.0,0.001056676680474764,0.0,0.0,,0.0,0.0,353.0,0.0,0.5739569067955017,0.5460551381111145,0.5998919010162354,2.98461104980325,4.00170636177063,3,"client_1->[1, 3, 4]; client_2->[2, 6, 8]; client_3->[3, 2, 8]; client_4->[4, 3, 8]; client_5->[5, 8, 1]; client_6->[6, 3, 7]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.000962479890131066,4.496306419372559,39.4573974609375,6.281512354595627,5.838894098997116,0.9548879861831665,1.0098017785284255,1.8812010155783758,1.3507606035771231,0.8534712195396423,5211
6,9,0.0010066992422746274,0.0008386770224648146,0.0010066992422746274,0.0,0.0,0.0010066992422746274,0.0,0.0,,0.0,0.0,353.0,0.0,0.5514338745011224,0.5339187383651733,0.5636411905288696,2.065790672903758,3.468044916788737,3,"client_1->[1, 3, 4]; client_2->[2, 6, 8]; client_3->[3, 5, 7]; client_4->[4, 3, 8]; client_5->[5, 8, 2]; client_6->[6, 3, 8]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.0009250542727318317,4.667301654815674,41.22722244262695,6.420842814041389,6.055332720279694,0.9528645277023315,0.9814931485388014,1.8497717512978449,1.3336041231458742,0.8600902888509963,5211
7,9,0.000970582382094831,0.000863770004735671,0.000970582382094831,0.0,0.0,0.000970582382094831,0.0,0.0,,0.0,0.0,353.0,0.0,0.5393760535452101,0.5292831063270569,0.5549378991127014,1.578637851433423,3.223018315103319,3,"client_1->[1, 3, 4]; client_2->[2, 8, 6]; client_3->[3, 6, 4]; client_4->[4, 3, 8]; client_5->[5, 8, 2]; client_6->[6, 3, 8]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.0009368053380663042,4.573744773864746,37.618309020996094,6.133376641051493,6.176330149173737,0.956990659236908,1.0116198791397943,1.8282437324523926,1.332015872148583,0.8542034096188016,5211
8,9,0.0009410357873950797,0.0007757899351959149,0.0009410357873950797,0.0,0.0,0.0009410357873950797,0.0,0.0,,0.0,0.0,353.0,0.0,0.5376688838005066,0.5293362736701965,0.5477321743965149,1.5098592675721092,3.2446788946787515,3,"client_1->[1, 3, 4]; client_2->[2, 8, 6]; client_3->[3, 9, 8]; client_4->[4, 3, 8]; client_5->[5, 8, 2]; client_6->[6, 3, 8]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.0009544326839636633,5.013065814971924,43.25758743286133,6.577050055523474,6.657702475786209,0.950543224811554,1.0092802842458088,1.9018683234850566,1.3484405281564298,0.8543633355034722,5211
9,9,0.0009213045914681238,0.0007826157855259874,0.0009213045914681238,0.0,0.0,0.0009213045914681238,0.0,0.0,,0.0,0.0,353.0,0.0,0.5387991269429525,0.5311484336853027,0.553070068359375,1.5554071700632148,3.247119585673014,3,"client_1->[1, 3, 4]; client_2->[2, 8, 6]; client_3->[3, 1, 2]; client_4->[4, 3, 1]; client_5->[5, 8, 2]; client_6->[6, 3, 8]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.000965141097103536,4.472474575042725,37.700199127197266,6.140048788665874,5.692637339234352,0.9568970203399658,1.0211703181266785,1.9346938994195726,1.3560425058528285,0.8523300952381558,5211
10,9,0.0009136252115901309,0.0007280835764887703,0.0009136252115901309,0.0,0.0,0.0009136252115901309,0.0,0.0,,0.0,0.0,353.0,0.0,0.5391339990827773,0.5290340185165405,0.5548300743103027,1.5689002807538834,3.1032900545332165,3,"client_1->[1, 3, 4]; client_2->[2, 8, 6]; client_3->[3, 5, 4]; client_4->[4, 3, 9]; client_5->[5, 8, 2]; client_6->[6, 3, 8]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.0008650459982912605,4.22653341293335,32.95901107788086,5.740993910280768,5.579544976353645,0.9623176455497742,0.9637709723578559,1.7142163846227858,1.285140226812841,0.8676663703388638,5211
11,9,0.0009005550398673294,0.0007400789013833075,0.0009005550398673294,0.0,0.0,0.0009005550398673294,0.0,0.0,,0.0,0.0,353.0,0.0,0.536574641863505,0.5278869867324829,0.5448915958404541,1.4657693637882065,2.840410484208001,3,"client_1->[1, 3, 4]; client_2->[2, 8, 6]; client_3->[3, 7, 6]; client_4->[4, 3, 2]; client_5->[5, 8, 2]; client_6->[6, 3, 8]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.0009262171023187642,4.71231746673584,38.180572509765625,6.179043009217983,6.4060501754283905,0.9563478231430054,1.005290322833591,1.8553700579537287,1.329687804776273,0.857974006070031,5211
12,9,0.000890615960732213,0.0007637310297471934,0.000890615960732213,0.0,0.0,0.000890615960732213,0.0,0.0,,0.0,0.0,353.0,0.0,0.5372302730878195,0.5285921096801758,0.5438057780265808,1.4921433532446693,2.778219845559862,3,"client_1->[1, 3, 4]; client_2->[2, 8, 6]; client_3->[3, 8, 9]; client_4->[4, 3, 5]; client_5->[5, 8, 2]; client_6->[6, 3, 8]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.0009055358050811473,4.594453811645508,38.261112213134766,6.18555674237451,6.007543578743935,0.9562557339668274,0.997284558084276,1.801925328042772,1.3153732323651672,0.8617225289344788,5211
13,9,0.0008874373180418124,0.0007658456029549566,0.0008874373180418124,0.0,0.0,0.0008874373180418124,0.0,0.0,,0.0,0.0,353.0,0.0,0.5389064020580716,0.5321483016014099,0.548159658908844,1.5596027591791763,2.994865311516656,3,"client_1->[1, 3, 4]; client_2->[2, 8, 6]; client_3->[3, 2, 1]; client_4->[4, 3, 7]; client_5->[5, 8, 2]; client_6->[6, 3, 8]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.0009220299792628002,4.5422139167785645,36.14318084716797,6.011919896935418,6.1630528420209885,0.9586771726608276,1.0134769413206313,1.8509005506833394,1.3293912215284813,0.8583772116237216,5211
14,9,0.0008877074009035001,0.0007457179314627541,0.0008877074009035001,0.0,0.0,0.0008877074009035001,0.0,0.0,,0.0,0.0,353.0,0.0,0.5407859020762973,0.5325657725334167,0.5554131269454956,1.6353793252206674,2.785131083594428,3,"client_1->[1, 3, 4]; client_2->[2, 8, 6]; client_3->[3, 4, 5]; client_4->[4, 3, 8]; client_5->[5, 8, 2]; client_6->[6, 3, 8]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.0011197996340699312,6.079954624176025,62.57907485961914,7.910693702806293,8.017675578594208,0.9284527897834778,1.0922182467248704,2.25157540374332,1.455172298076727,0.830017540189955,5211
15,9,0.0008783447516245641,0.0007338817043934362,0.0008783447516245641,0.0,0.0,0.0008783447516245641,0.0,0.0,,0.0,0.0,353.0,0.0,0.5395450790723165,0.5338397026062012,0.5468056201934814,1.585298877400217,2.662828180525038,3,"client_1->[1, 3, 4]; client_2->[2, 8, 6]; client_3->[3, 6, 8]; client_4->[4, 3, 6]; client_5->[5, 8, 2]; client_6->[6, 3, 8]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.0009073848302998662,4.479345321655273,35.63089370727539,5.969161893203718,5.979122221469879,0.9592629075050354,1.0020980172687106,1.8165758980645075,1.3202083415821895,0.8629859089851379,5211
16,9,0.000868878176226756,0.000747871750102073,0.000868878176226756,0.0,0.0,0.000868878176226756,0.0,0.0,,0.0,0.0,353.0,0.0,0.5408646133210924,0.5338772535324097,0.5470524430274963,1.63836859248059,3.004214604695638,3,"client_1->[1, 3, 4]; client_2->[2, 8, 6]; client_3->[3, 7, 8]; client_4->[4, 3, 8]; client_5->[5, 8, 2]; client_6->[6, 3, 8]; client_7->[7, 3, 4]; client_8->[8, 3, 4]; client_9->[9, 3, 4]",0.0010287685842988732,5.223598480224609,45.2801628112793,6.7290536341508895,7.144508510828018,0.9482308030128479,1.068569474750095,2.073521097501119,1.402253855972763,0.8412805000940958,5211
