epoch,train_loss,val_loss,val_r2
1,0.026569478821707595,0.004476204207994514,0.9392986297607422
2,0.0031804613639859806,0.003460790389287138,0.9530685544013977
3,0.0027146767934037117,0.0031803485855114873,0.9568715691566467
4,0.0025327703650975014,0.00244746255869147,0.9668102264404297
5,0.002457787329089472,0.0025202881655993765,0.9658226370811462
6,0.002325962429904624,0.0023633507950977777,0.9679508209228516
7,0.002348346790322245,0.002237544686391784,0.9696568846702576
8,0.0022457009047465114,0.003621614977075429,0.9508876204490662
9,0.002331482616120091,0.002351010606983954,0.9681181907653809
10,0.002255883061895745,0.0028466598306223323,0.9613966941833496
11,0.0022915803942095757,0.002349613430727337,0.9681371450424194
12,0.002235894607540886,0.0022980240942814516,0.9688367247581482
13,0.002222381117443081,0.002352810431936818,0.968093752861023
14,0.002214792477734964,0.002472365945122773,0.9664725065231323
15,0.0022261132922161736,0.0023628791390804347,0.9679571986198425
16,0.002217739378294381,0.0021932946679226496,0.9702569246292114
17,0.0021792639556798945,0.0021608490808074283,0.9706969261169434
18,0.002180741835221439,0.0022527524792210177,0.9694506525993347
19,0.0021834818232953287,0.0021789292641142405,0.9704517722129822
20,0.002160504487256323,0.00220959317504772,0.9700359106063843
