experiment,rc_lambda,head_prefixes,tau,warmup_rounds,head_mask_update_interval,save_dir,regional_MAE,regional_MSE,regional_RMSE,regional_MAPE_percent,regional_R2,avg_client_MAE,avg_client_MSE,avg_client_RMSE,avg_client_MAPE_percent,avg_client_R2
fedavg_gc_rc_fc1_head_tau0p10_warmup5_maskint2_lambda1p0,1.0,fc1,0.1,5,2,runs/gc_fc1_head_warmup_maskint2\results\fedavg_gc_rc_fc1_head_tau0p10_warmup5_maskint2_lambda1p0,3.4915876388549805,21.291332244873047,4.614253162200038,4.472469910979271,0.9780455827713013,0.979907943142785,1.7206885152392917,1.298441749203204,11.669226984182993,0.8771748344103495
