client_id,client_name,MAE,RMSE,MAPE_percent,R2
1,client_1,1.0822988748550415,1.4796218261323768,59.02780294418335,0.9487401247024536
2,client_2,1.1527446508407593,1.5712048476596951,59.47389006614685,0.9406020045280457
3,client_3,1.096251368522644,1.4795701009548436,63.220590353012085,0.9268960356712341
4,client_4,1.2268600463867188,1.6777959064040366,50.488829612731934,0.9276823997497559
5,client_5,1.2260392904281616,1.7315761906127882,160.44784784317017,0.958462655544281
6,client_6,0.9038930535316467,1.224754507417438,53.26305031776428,0.9468449950218201
7,client_7,0.8529765009880066,1.15903714339186,1565766.796875,0.9434654712677002
8,client_8,1.0432840585708618,1.4258713785190562,3108552.1484375,0.9442165493965149
9,client_9,1.22541081905365,1.6046045952379409,49.88214671611786,0.936809778213501
