method,MAE_mean,RMSE_mean,MAPE_percent_mean,R2_mean
direct_net_load,1.1131304171350267,1.5112945502329633,39144.69843506813,0.9392820331785414
indirect_gc_minus_gg,1.089973184797499,1.4837818329255594,519423.86105226143,0.9415244460105896
