epoch,train_loss,val_loss,val_r2
1,0.027729743084257782,0.004167500998259357,0.6341845989227295
2,0.002666353142243505,0.001394156660875504,0.8776235580444336
3,0.0012621608769219578,0.0011548135276075837,0.8986326456069946
4,0.0010419686723310028,0.0008629201713119634,0.9242544770240784
5,0.0009542171295760495,0.0008021237216466733,0.9295910596847534
6,0.0008579525205068709,0.0008360287064891591,0.9266149401664734
7,0.0008102745591904104,0.0007071854960732501,0.9379245638847351
8,0.0008044798140469087,0.000696673772081188,0.9388473033905029
9,0.0007673351209821751,0.0006772987884388458,0.9405479431152344
10,0.0007419501708463562,0.0006265791217358456,0.9450000524520874
11,0.0007335196843887751,0.0006746325868937344,0.9407820105552673
12,0.0007366898039117653,0.0006915723957668084,0.9392950534820557
13,0.0007180846177655291,0.0006224374808074388,0.9453635811805725
14,0.000702537367215306,0.00062637035963046,0.9450183510780334
15,0.0006914525905737413,0.000629878018672759,0.9447104930877686
16,0.000696818743194038,0.0006301987943173561,0.9446823000907898
17,0.0006815258842150998,0.000603474171874561,0.9470281600952148
18,0.0006857237119272726,0.0006255294447904158,0.9450922012329102
19,0.0006855847998521557,0.0008134670907272641,0.9285953640937805
20,0.0006760388270755195,0.0006452208859535913,0.9433637261390686
