round,selected_clients,avg_local_train_loss,avg_local_val_loss,avg_local_train_task_loss,avg_local_train_rc_loss,avg_local_train_weighted_rc_loss,avg_local_train_total_loss,avg_local_train_rc_to_task_ratio,round_rc_to_task_ratio,global_rc_norm,avg_personalized_head_ratio,avg_num_personalized_head_params,avg_num_head_params,avg_head_importance_mean,regional_val_loss,regional_val_MAE,regional_val_MSE,regional_val_RMSE,regional_val_MAPE_percent,regional_val_R2,avg_client_val_MAE,avg_client_val_MSE,avg_client_val_RMSE,avg_client_val_R2,regional_val_samples
1,9,0.0024318963327535927,0.0026749286841900376,0.0024318963327535927,0.0,0.0,0.0024318963327535927,0.0,0.0,0.42627647519111633,0.3002832861189802,106.0,353.0,2.019318081794255e-05,0.002664591196491781,3.1796624660491943,27.60610580444336,5.2541512924965685,362043325.0,0.9877023696899414,0.5294162763489617,1.0375841856002808,0.9926771674182872,0.9657047126028273,5211
2,9,0.0022842488627985457,0.0024580900692542707,0.0022842488627985457,0.0,0.0,0.0022842488627985457,0.0,0.0,0.352351576089859,0.3002832861189802,106.0,353.0,5.709019319510844e-07,0.0024059066756467566,2.654437780380249,22.89250373840332,4.784611137637344,215275550.0,0.9898021221160889,0.47574713163905674,0.9432185755835639,0.9440001297041571,0.9690441754129198,5211
3,9,0.002227397973473098,0.0024965475046063727,0.002227397973473098,0.0,0.0,0.002227397973473098,0.0,0.0,0.30450743436813354,0.3002832861189802,106.0,353.0,5.751746970064333e-07,0.0024285025123067364,2.8494913578033447,24.074800491333008,4.906607839570329,241543925.0,0.9892754554748535,0.4908198614915212,0.9534859988424513,0.9489728454452726,0.9687580201360915,5211
4,9,0.002191620721115098,0.0024380178464029393,0.002191620721115098,0.0,0.0,0.002191620721115098,0.0,0.0,0.2807599604129791,0.3002832861189802,106.0,353.0,8.982094294020094e-07,0.002370113712597878,2.5225980281829834,22.954727172851562,4.791109179809156,82989056.25,0.9897744059562683,0.46069538924429154,0.9285748468505012,0.93692822303042,0.969511866569519,5211
5,9,0.0021663535760924075,0.002506024203927703,0.0021663535760924075,0.0,0.0,0.0021663535760924075,0.0,0.0,0.2550962567329407,0.3002832861189802,106.0,353.0,5.454962016907908e-07,0.0023383186352720514,2.3824427127838135,22.020816802978516,4.692634313792043,56032637.5,0.9901904463768005,0.45063748624589706,0.9175576302740309,0.9308787512275879,0.9699273374345567,5211
6,9,0.0021504056748013205,0.0024893881876718285,0.0021504056748013205,0.0,0.0,0.0021504056748013205,0.0,0.0,0.23200823366641998,0.3002832861189802,106.0,353.0,7.225375087374333e-07,0.002332989028144045,2.551736354827881,22.3906307220459,4.731873912314856,125881825.0,0.9900256991386414,0.4615083436171214,0.9142672982480791,0.9295661680912608,0.9699938363499112,5211
7,9,0.0021394394802102677,0.002394735909941404,0.0021394394802102677,0.0,0.0,0.0021394394802102677,0.0,0.0,0.2214645892381668,0.3002832861189802,106.0,353.0,6.314618588021403e-07,0.0023125601378275054,2.3855960369110107,21.614885330200195,4.649181146202006,53574156.25,0.9903712868690491,0.454926245742374,0.9071533580621084,0.9256760680430562,0.9702590968873765,5211
8,9,0.002123248263768949,0.002437055788105713,0.002123248263768949,0.0,0.0,0.002123248263768949,0.0,0.0,0.2098158597946167,0.3002832861189802,106.0,353.0,5.047974853924744e-07,0.002333061147455775,2.3943660259246826,21.77028465270996,4.665863762767828,86324175.0,0.9903020262718201,0.4531217118104299,0.9135509133338928,0.9294576691674032,0.9699822598033481,5211
9,9,0.0021153837988944343,0.0023694305237549934,0.0021153837988944343,0.0,0.0,0.0021153837988944343,0.0,0.0,0.19716393947601318,0.3002832861189802,106.0,353.0,4.933704107972719e-07,0.0023081677237784095,2.3576862812042236,21.384750366210938,4.624364860844237,62478987.5,0.9904738068580627,0.4520425498485565,0.9033399489190843,0.9244636058517463,0.9703106813960605,5211
10,9,0.0021158045188531633,0.0023807523483724536,0.0021158045188531633,0.0,0.0,0.0021158045188531633,0.0,0.0,0.1923457533121109,0.3002832861189802,106.0,353.0,4.301313241386298e-07,0.00230109328127496,2.3339333534240723,21.159454345703125,4.599940689367975,61136225.0,0.9905741214752197,0.44910749793052673,0.9006258116828071,0.9230332358030857,0.9704054130448235,5211
