epoch,train_loss,val_loss,val_MAE,val_MSE,val_RMSE,val_MAPE_percent,val_R2,best_val_RMSE
1,0.011296397839331942,0.0027452668227958437,0.5319916605949402,0.9138444662094116,0.9559521254798337,480889250.0,0.9627717137336731,0.9559521254798337
2,0.002487282173167235,0.0023632640413544263,0.4623856246471405,0.7866833806037903,0.8869517352166296,200608400.0,0.9679520130157471,0.8869517352166296
3,0.002354099047061868,0.0023397607613339553,0.44858813285827637,0.7788596749305725,0.8825302685633918,142187375.0,0.9682707190513611,0.8825302685633918
4,0.0022966849357370423,0.0024241544113034605,0.46054044365882874,0.8069524765014648,0.8983053358972465,145889712.5,0.9671262502670288,0.8825302685633918
5,0.0022685429942721565,0.0022724728761989686,0.43062081933021545,0.7564608454704285,0.8697475757197766,136493775.0,0.9691832065582275,0.8697475757197766
6,0.002270071312304622,0.002296359297429642,0.4389965236186981,0.7644121050834656,0.8743066424793223,163499350.0,0.9688593149185181,0.8697475757197766
7,0.002244784715388056,0.0021871892022304242,0.4271746575832367,0.7280715703964233,0.8532711001765051,169300412.5,0.9703397154808044,0.8532711001765051
8,0.002233223745738479,0.002203270660282058,0.44657719135284424,0.7334248423576355,0.856402266670071,261336275.0,0.9701216816902161,0.8532711001765051
9,0.0022391285937940074,0.0023479722716815725,0.4347807765007019,0.7815930247306824,0.8840774992785884,103897956.25,0.9681593775749207,0.8532711001765051
10,0.002212559234502199,0.0023267544571475064,0.4485827088356018,0.7745300531387329,0.880073890726644,104322037.5,0.9684470891952515,0.8532711001765051
