component,MAE,RMSE,MAPE_percent,R2
gc_model_regional,3.515928030014038,4.693597312099688,4.440086334943771,0.9772840738296509
gg_model_regional,1.6475077867507935,3.453379902126768,57839812.5,0.9918164610862732
indirect_net_load_regional,4.332830429077148,5.973007521145127,24.798594415187836,0.987285315990448
