method,MAE,RMSE,MAPE_percent,R2,test_loss
direct_net_load,1.25584077835083,1.7579160532649272,155.23313283920288,0.9572169780731201,0.0006095535490517809
indirect_gc_minus_gg,1.2260392904281616,1.7315761906127882,160.44784784317017,0.958462655544281,
