round,client_id,client_name,tau,layer_name,num_layer_params,num_selected_params,selected_ratio,mask_jaccard_with_prev_round_layer,mask_hamming_change_rate_layer,selected_importance_mean,unselected_importance_mean,selected_importance_median,unselected_importance_median,selected_importance_min,selected_importance_max,unselected_importance_min,unselected_importance_max,importance_gap_mean_ratio,importance_gap_boundary_ratio,importance_selected_share,use_head_importance_ema,head_importance_ema_beta
6,1,client_1,0.1,attention,896,90,0.10044642857142858,,,1.3089167511124186e-05,1.4557822651580511e-07,4.579867209031363e-06,2.06231689503511e-08,1.3455124872052693e-06,0.00017969189502764493,1.103224076085289e-14,1.3355544297155575e-06,89.91095655878577,1.0074553682072427,0.9094182673824249,True,0.5
6,2,client_2,0.1,attention,896,90,0.10044642857142858,,,5.211366965340858e-06,1.0776688940518015e-07,3.767110229091486e-06,1.2115211056595854e-08,1.6047417830122868e-06,3.458106584730558e-05,2.1171304760583907e-15,1.6031017366913147e-06,48.35732604679144,1.001022421260633,0.84374391700278,True,0.5
6,3,client_3,0.1,attention,896,90,0.10044642857142858,,,3.992633531248026e-06,6.686189771061084e-08,1.251281844361074e-06,1.296091456381987e-08,6.282093067966343e-07,9.418924310011789e-05,2.4723943053452102e-14,6.264856438065181e-07,59.713737632618525,1.0027497202169378,0.8695859708463726,True,0.5
6,4,client_4,0.1,attention,896,90,0.10044642857142858,,,1.4092801605001012e-06,4.2530857545971196e-08,8.287805428608408e-07,9.74555192101434e-09,3.7055139046060503e-07,9.566512744640931e-06,3.3582796374505286e-14,3.617253412357968e-07,33.13469577426426,1.0243970322831855,0.7872336052840202,True,0.5
6,5,client_5,0.1,attention,896,90,0.10044642857142858,,,3.1958394913544907e-06,6.489630825696395e-08,1.6097556567729043e-06,1.222999435057659e-08,6.417931786018016e-07,2.9592809369205497e-05,2.0384614440492003e-15,6.24211395461316e-07,49.2445615571668,1.0281647453147622,0.8461267953958891,True,0.5
6,6,client_6,0.1,attention,896,90,0.10044642857142858,,,2.483185614386861e-06,5.3696968773197235e-08,1.0403277883597184e-06,1.3527980069483192e-08,5.034971763961948e-07,4.8119734856300056e-05,2.864959348046741e-15,5.021024662710261e-07,46.24356695641561,1.0027757428872568,0.837761607991853,True,0.5
6,7,client_7,0.1,attention,896,90,0.10044642857142858,,,3.7858838204051102e-06,7.469953089711494e-08,1.5238782111737237e-06,1.2304547603037008e-08,7.227653213703888e-07,5.495302320923656e-05,1.7480117288533326e-14,7.092117471074744e-07,50.68081544988494,1.0191093213118187,0.8498323379719447,True,0.5
6,8,client_8,0.1,attention,896,90,0.10044642857142858,,,4.9455229417263685e-06,5.08530074613053e-08,1.4020690173310868e-06,8.779477589371254e-09,5.751287517341552e-07,0.00012292909377720207,6.267552133525721e-17,5.695109166481416e-07,97.24942415775995,1.0098625418043428,0.9156782004506754,True,0.5
6,9,client_9,0.1,attention,896,90,0.10044642857142858,,,4.012848317339983e-06,7.675447426315899e-08,1.7768567772691313e-06,1.67978493337273e-08,7.060951929815928e-07,4.4539970986079425e-05,1.2481461405804031e-15,7.006242981333344e-07,52.28093964453641,1.0078071614925008,0.853756241543152,True,0.5
7,1,client_1,0.1,attention,896,90,0.10044642857142858,0.8947368421052632,0.01116071455180645,1.0241697624577581e-05,1.1992218015627294e-07,3.989209517385461e-06,2.1852959442014708e-08,1.0180377785218298e-06,0.00012595253065228462,2.5059435863200585e-14,1.014732220028236e-06,85.40215170437888,1.0032565786044747,0.9050900192300532,True,0.5
