round,selected_clients,avg_local_train_loss,avg_local_val_loss,avg_local_train_task_loss,avg_local_train_rc_loss,avg_local_train_weighted_rc_loss,avg_local_train_total_loss,avg_local_train_rc_to_task_ratio,round_rc_to_task_ratio,global_rc_norm,avg_personalized_head_ratio,avg_num_personalized_head_params,avg_num_head_params,avg_head_importance_mean,regional_val_loss,regional_val_MAE,regional_val_MSE,regional_val_RMSE,regional_val_MAPE_percent,regional_val_R2,avg_client_val_MAE,avg_client_val_MSE,avg_client_val_RMSE,avg_client_val_R2,regional_val_samples
1,9,0.001448674817642321,0.0012182517885383885,0.001448674817642321,0.0,0.0,0.001448674817642321,0.0,0.0,1.3026164770126343,0.3002832861189802,106.0,353.0,1.4670328608998614e-05,0.002281752503374669,12.200916290283203,219.64767456054688,14.820515327091258,17.72538125514984,0.7488749027252197,1.6837585237291124,4.774527907371521,2.1082299984546977,0.6633795566029019,5211
2,9,0.0010840525560034424,0.0009042367814769208,0.0010840525560034424,0.0,0.0,0.0010840525560034424,0.0,0.0,1.1017110347747803,0.3002832861189802,106.0,353.0,1.955486570497871e-06,0.0009732829675680846,4.61544132232666,44.38495635986328,6.662203566378266,5.902448669075966,0.9492542743682861,1.0123192138142056,1.9677438735961914,1.3711435307562545,0.8537855082088046,5211
3,9,0.0009500859633005491,0.0007760235604152838,0.0009500859633005491,0.0,0.0,0.0009500859633005491,0.0,0.0,0.9618629217147827,0.3002832861189802,106.0,353.0,1.2295431998962967e-06,0.0008186103956286738,3.866787910461426,28.351099014282227,5.324575007855765,5.037796124815941,0.9675859212875366,0.9417741166220771,1.6296348108185663,1.2528554921598636,0.8752071393860711,5211
4,9,0.0009009309531219806,0.0007917239776014527,0.0009009309531219806,0.0,0.0,0.0009009309531219806,0.0,0.0,0.86160808801651,0.3002832861189802,106.0,353.0,9.065230320478198e-07,0.0007719769438985465,3.7455382347106934,26.337936401367188,5.132049921948069,4.89625409245491,0.9698876142501831,0.9144646061791314,1.5345149106449552,1.2159315514525737,0.8818648788664076,5211
5,9,0.0008714199511761054,0.0007647414440397961,0.0008714199511761054,0.0,0.0,0.0008714199511761054,0.0,0.0,0.7917434573173523,0.3002832861189802,106.0,353.0,8.784624646472771e-07,0.0007428554514491503,3.4603078365325928,23.254425048828125,4.822284214853799,4.447373747825623,0.9734129905700684,0.8869158559375339,1.4630466037326388,1.1901868197025935,0.8858385152286954,5211
6,9,0.0008580831066004604,0.0007175304382734475,0.0008580831066004604,0.0,0.0,0.0008580831066004604,0.0,0.0,0.7270320653915405,0.3002832861189802,106.0,353.0,8.534650217168544e-07,0.0007216935633877436,3.418882131576538,22.419994354248047,4.734975644525329,4.379710927605629,0.9743670225143433,0.8701246645715501,1.4252846837043762,1.1737391229985665,0.889043927192688,5211
7,9,0.0008493784769646023,0.0007351587983144719,0.0008493784769646023,0.0,0.0,0.0008493784769646023,0.0,0.0,0.6920049786567688,0.3002832861189802,106.0,353.0,7.968678011770357e-07,0.0007213517395605505,3.4637529850006104,22.2807559967041,4.720249569324073,4.529871046543121,0.9745262265205383,0.8771678540441725,1.4214077128304377,1.1723027869748714,0.8891736136542426,5211
8,9,0.0008431183606349744,0.0006763460573263322,0.0008431183606349744,0.0,0.0,0.0008431183606349744,0.0,0.0,0.648561954498291,0.3002832861189802,106.0,353.0,1.067339752580665e-06,0.0007220727269608868,3.347116231918335,20.88233757019043,4.5697196380292775,4.36374731361866,0.9761250615119934,0.8732163839870029,1.4072493977016873,1.1690236401801433,0.88885588116116,5211
9,9,0.0008325887913069026,0.0006875758828684413,0.0008325887913069026,0.0,0.0,0.0008325887913069026,0.0,0.0,0.5997961163520813,0.3002832861189802,106.0,353.0,1.1678210209235356e-06,0.0007076228812532415,3.331399440765381,21.0846004486084,4.591797082690872,4.23118881881237,0.9758937954902649,0.8601708677079942,1.3960592945416768,1.1622450805173419,0.8914487759272257,5211
10,9,0.0008343285094067419,0.0007063814436705034,0.0008343285094067419,0.0,0.0,0.0008343285094067419,0.0,0.0,0.5728914737701416,0.3002832861189802,106.0,353.0,1.0218351399594717e-06,0.0007032347595608513,3.284454584121704,19.97442626953125,4.469275810411711,4.232677444815636,0.9771630764007568,0.8605033026801215,1.379581868648529,1.156329016137261,0.8917730251948038,5211
